Rank1,Rank2,Rank3,Percentage
12.683,13.53,12.58,0.423
12.7,13.532,12.594,0.4235
12.729,13.592,12.636,0.424
12.75,13.594,12.644,0.4245
12.768,13.604,12.666,0.425
12.771,13.648,12.7,0.4255
12.784,13.65,12.751,0.426
12.794,13.708,12.796,0.4265
12.813,13.752,12.802,0.427
12.832,13.776,12.803,0.4275
12.833,13.778,12.826,0.428
12.854,13.799,12.839,0.4285
12.865,13.817,12.846,0.429
12.87,13.821,12.866,0.4295
12.871,13.869,12.902,0.43
12.899,13.915,12.904,0.4305
12.912,13.955,12.916,0.431
12.939,13.967,12.948,0.4315
12.948,14.006,12.986,0.432
12.954,14.007,12.998,0.4325
13.011,14.011,13.026,0.433
13.08,14.038,13.031,0.4335
13.094,14.066,13.067,0.434
13.096,14.096,13.11,0.4345
13.12,14.154,13.151,0.435
13.13,14.185,13.193,0.4355
13.145,14.213,13.231,0.436
13.153,14.24,13.239,0.4365
13.203,14.249,13.24,0.437
13.208,14.286,13.271,0.4375
13.29,14.289,13.29,0.438
13.355,14.357,13.297,0.4385
13.397,14.392,13.311,0.439
13.403,14.428,13.358,0.4395
13.421,14.443,13.377,0.44
13.448,14.475,13.414,0.4405
13.456,14.478,13.421,0.441
13.523,14.59,13.439,0.4415
13.539,14.601,13.464,0.442
13.6,14.634,13.529,0.4425
13.613,14.658,13.558,0.443
13.655,14.709,13.566,0.4435
13.656,14.801,13.579,0.444
13.664,14.811,13.609,0.4445
13.73,14.815,13.629,0.445
13.789,14.835,13.635,0.4455
13.814,14.839,13.663,0.446
13.815,14.861,13.663,0.4465
13.881,14.879,13.673,0.447
13.885,14.919,13.679,0.4475
13.906,15.005,13.71,0.448
13.912,15.072,13.745,0.4485
13.918,15.094,13.807,0.449
13.919,15.111,13.868,0.4495
13.933,15.127,13.871,0.45
13.95,15.134,13.872,0.4505
13.955,15.14,13.894,0.451
13.957,15.159,13.909,0.4515
13.966,15.193,13.918,0.452
13.998,15.212,13.941,0.4525
14.023,15.252,13.944,0.453
14.075,15.261,13.954,0.4535
14.082,15.266,13.962,0.454
14.087,15.27,13.972,0.4545
14.1,15.301,14.005,0.455
14.148,15.324,14.009,0.4555
14.156,15.347,14.044,0.456
14.18,15.37,14.044,0.4565
14.18,15.382,14.102,0.457
14.203,15.457,14.108,0.4575
14.244,15.527,14.121,0.458
14.252,15.535,14.125,0.4585
14.378,15.615,14.176,0.459
14.471,15.62,14.21,0.4595
14.478,15.678,14.227,0.46
14.495,15.679,14.253,0.4605
14.519,15.698,14.258,0.461
14.56,15.775,14.267,0.4615
14.563,15.778,14.429,0.462
14.587,15.782,14.436,0.4625
14.591,15.846,14.483,0.463
14.625,15.849,14.513,0.4635
14.625,15.933,14.524,0.464
14.643,15.937,14.559,0.4645
14.683,15.992,14.581,0.465
14.704,16.009,14.605,0.4655
14.706,16.019,14.632,0.466
14.752,16.024,14.633,0.4665
14.765,16.03,14.657,0.467
14.816,16.036,14.698,0.4675
14.816,16.042,14.699,0.468
14.864,16.09,14.747,0.4685
14.869,16.129,14.814,0.469
14.877,16.134,14.823,0.4695
14.885,16.153,14.839,0.47
14.911,16.188,14.841,0.4705
14.935,16.194,14.844,0.471
14.977,16.233,14.845,0.4715
15.002,16.295,14.87,0.472
15.02,16.314,14.915,0.4725
15.063,16.327,14.922,0.473
15.087,16.354,14.954,0.4735
15.138,16.361,15.0,0.474
15.146,16.38,15.021,0.4745
15.175,16.385,15.058,0.475
15.218,16.478,15.129,0.4755
15.22,16.487,15.155,0.476
15.257,16.505,15.158,0.4765
15.363,16.557,15.174,0.477
15.385,16.562,15.2,0.4775
15.439,16.591,15.221,0.478
15.44,16.636,15.228,0.4785
15.512,16.657,15.237,0.479
15.547,16.764,15.243,0.4795
15.551,16.812,15.256,0.48
15.558,16.848,15.277,0.4805
15.583,16.91,15.327,0.481
15.596,16.925,15.337,0.4815
15.614,16.955,15.409,0.482
15.626,16.957,15.449,0.4825
15.727,16.994,15.451,0.483
15.776,17.056,15.592,0.4835
15.793,17.105,15.767,0.484
15.801,17.133,15.771,0.4845
15.866,17.14,15.795,0.485
15.906,17.276,15.813,0.4855
15.907,17.291,15.89,0.486
15.928,17.309,15.891,0.4865
15.96,17.342,15.948,0.487
16.006,17.502,15.956,0.4875
16.02,17.516,15.959,0.488
16.048,17.536,15.983,0.4885
16.054,17.621,15.989,0.489
16.073,17.632,16.04,0.4895
16.139,17.64,16.067,0.49
16.183,17.648,16.069,0.4905
16.187,17.676,16.086,0.491
16.216,17.761,16.135,0.4915
16.261,17.791,16.202,0.492
16.298,17.793,16.209,0.4925
16.317,17.942,16.266,0.493
16.377,18.011,16.311,0.4935
16.402,18.046,16.352,0.494
16.411,18.082,16.375,0.4945
16.431,18.101,16.457,0.495
16.438,18.132,16.477,0.4955
16.453,18.156,16.489,0.496
16.471,18.175,16.521,0.4965
16.484,18.183,16.523,0.497
16.489,18.253,16.626,0.4975
16.518,18.281,16.644,0.498
16.559,18.3,16.647,0.4985
16.618,18.316,16.657,0.499
16.654,18.359,16.658,0.4995
16.656,18.385,16.662,0.5
16.742,18.395,16.675,0.5005
16.797,18.409,16.678,0.501
16.798,18.459,16.708,0.5015
16.812,18.481,16.708,0.502
16.823,18.489,16.829,0.5025
16.834,18.535,16.843,0.503
16.835,18.561,16.866,0.5035
16.836,18.571,16.866,0.504
16.895,18.598,16.883,0.5045
16.91,18.62,16.914,0.505
16.95,18.654,16.924,0.5055
16.975,18.665,16.936,0.506
16.985,18.764,16.943,0.5065
16.985,18.808,16.958,0.507
17.016,18.82,16.987,0.5075
17.087,18.903,16.998,0.508
17.164,18.913,17.007,0.5085
17.225,18.936,17.009,0.509
17.235,18.942,17.026,0.5095
17.26,18.948,17.029,0.51
17.283,19.067,17.117,0.5105
17.322,19.204,17.155,0.511
17.334,19.271,17.286,0.5115
17.397,19.273,17.295,0.512
17.411,19.311,17.309,0.5125
17.631,19.315,17.315,0.513
17.639,19.332,17.344,0.5135
17.703,19.376,17.348,0.514
17.713,19.405,17.349,0.5145
17.772,19.412,17.37,0.515
17.778,19.457,17.412,0.5155
17.801,19.475,17.473,0.516
17.831,19.551,17.589,0.5165
17.843,19.596,17.594,0.517
17.888,19.63,17.759,0.5175
17.9,19.719,17.835,0.518
17.948,19.721,17.836,0.5185
17.954,19.727,17.883,0.519
17.978,19.767,17.887,0.5195
18.081,19.787,17.932,0.52
18.109,19.859,17.953,0.5205
18.149,19.865,17.972,0.521
18.187,19.871,18.023,0.5215
18.259,19.891,18.035,0.522
18.299,19.925,18.082,0.5225
18.403,20.06,18.178,0.523
18.444,20.181,18.194,0.5235
18.463,20.192,18.213,0.524
18.512,20.201,18.264,0.5245
18.52,20.248,18.29,0.525
18.521,20.269,18.375,0.5255
18.55,20.342,18.419,0.526
18.571,20.371,18.435,0.5265
18.619,20.382,18.482,0.527
18.632,20.387,18.484,0.5275
18.647,20.388,18.487,0.528
18.714,20.454,18.531,0.5285
18.768,20.492,18.666,0.529
18.778,20.554,18.678,0.5295
18.794,20.719,18.729,0.53
18.831,20.72,18.748,0.5305
18.832,20.756,18.772,0.531
18.875,20.873,18.789,0.5315
18.909,20.906,18.84,0.532
18.91,20.966,18.877,0.5325
19.121,21.014,18.925,0.533
19.132,21.048,19.0,0.5335
19.23,21.094,19.087,0.534
19.249,21.102,19.092,0.5345
19.279,21.113,19.114,0.535
19.306,21.155,19.117,0.5355
19.329,21.166,19.132,0.536
19.341,21.209,19.192,0.5365
19.463,21.375,19.217,0.537
19.465,21.398,19.247,0.5375
19.468,21.446,19.314,0.538
19.491,21.461,19.334,0.5385
19.501,21.617,19.38,0.539
19.533,21.633,19.434,0.5395
19.536,21.651,19.461,0.54
19.57,21.744,19.515,0.5405
19.61,21.777,19.571,0.541
19.626,21.78,19.581,0.5415
19.627,21.782,19.587,0.542
19.633,21.809,19.617,0.5425
19.639,21.9,19.645,0.543
19.639,21.902,19.67,0.5435
19.708,21.946,19.678,0.544
19.732,22.055,19.682,0.5445
19.748,22.071,19.695,0.545
19.763,22.097,19.729,0.5455
19.807,22.143,19.802,0.546
19.81,22.289,19.811,0.5465
19.856,22.362,19.818,0.547
19.871,22.472,19.827,0.5475
20.011,22.547,19.918,0.548
20.033,22.62,19.965,0.5485
20.058,22.631,19.993,0.549
20.109,22.698,20.008,0.5495
20.155,22.703,20.053,0.55
20.259,22.775,20.058,0.5505
20.273,22.847,20.094,0.551
20.371,22.885,20.187,0.5515
20.372,22.98,20.285,0.552
20.383,23.046,20.286,0.5525
20.392,23.064,20.293,0.553
20.605,23.066,20.328,0.5535
20.668,23.143,20.34,0.554
20.756,23.197,20.425,0.5545
20.865,23.204,20.435,0.555
20.958,23.215,20.463,0.5555
20.966,23.332,20.569,0.556
20.978,23.458,20.683,0.5565
20.978,23.537,20.714,0.557
21.011,23.588,20.732,0.5575
21.011,23.775,20.759,0.558
21.087,23.792,20.867,0.5585
21.097,23.832,20.94,0.559
21.098,23.883,20.984,0.5595
21.106,24.036,21.015,0.56
21.158,24.084,21.05,0.5605
21.174,24.104,21.085,0.561
21.355,24.153,21.132,0.5615
21.422,24.161,21.14,0.562
21.436,24.181,21.265,0.5625
21.543,24.233,21.27,0.563
21.566,24.259,21.343,0.5635
21.569,24.299,21.398,0.564
21.613,24.334,21.429,0.5645
21.637,24.381,21.437,0.565
21.67,24.416,21.443,0.5655
21.741,24.469,21.499,0.566
21.83,24.495,21.504,0.5665
21.842,24.586,21.552,0.567
21.843,24.665,21.584,0.5675
21.889,24.73,21.654,0.568
21.991,24.757,21.781,0.5685
22.015,24.82,21.833,0.569
22.018,24.836,21.86,0.5695
22.179,24.877,21.881,0.57
22.187,24.93,21.884,0.5705
22.262,25.015,21.951,0.571
22.276,25.119,21.955,0.5715
22.327,25.152,21.976,0.572
22.373,25.211,22.002,0.5725
22.401,25.221,22.032,0.573
22.444,25.269,22.07,0.5735
22.458,25.27,22.142,0.574
22.535,25.386,22.157,0.5745
22.631,25.423,22.207,0.575
22.646,25.508,22.246,0.5755
22.662,25.541,22.27,0.576
22.719,25.604,22.319,0.5765
22.757,25.619,22.331,0.577
22.772,25.647,22.346,0.5775
22.793,25.686,22.358,0.578
22.81,25.812,22.405,0.5785
22.857,25.835,22.448,0.579
23.003,25.967,22.481,0.5795
23.073,26.038,22.499,0.58
23.092,26.039,22.52,0.5805
23.143,26.078,22.597,0.581
23.157,26.115,22.604,0.5815
23.178,26.261,22.664,0.582
23.178,26.332,22.794,0.5825
23.217,26.442,22.883,0.583
23.29,26.497,22.909,0.5835
23.318,26.558,23.043,0.584
23.462,26.681,23.109,0.5845
23.552,26.825,23.196,0.585
23.582,26.895,23.23,0.5855
23.681,26.903,23.296,0.586
23.704,26.954,23.319,0.5865
23.707,27.021,23.356,0.587
23.753,27.098,23.409,0.5875
23.801,27.308,23.446,0.588
23.883,27.353,23.608,0.5885
23.907,27.372,23.616,0.589
24.031,27.385,23.675,0.5895
24.053,27.473,23.693,0.59
24.104,27.579,23.72,0.5905
24.198,27.615,23.892,0.591
24.345,27.63,23.894,0.5915
24.357,27.743,23.933,0.592
24.363,27.787,23.965,0.5925
24.365,27.837,23.98,0.593
24.387,27.882,24.021,0.5935
24.483,27.918,24.094,0.594
24.485,28.026,24.152,0.5945
24.494,28.221,24.205,0.595
24.534,28.393,24.23,0.5955
24.541,28.403,24.313,0.596
24.573,28.471,24.374,0.5965
24.694,28.529,24.377,0.597
24.794,28.744,24.413,0.5975
24.809,28.912,24.459,0.598
24.819,28.935,24.462,0.5985
24.905,28.948,24.518,0.599
24.943,28.954,24.646,0.5995
24.963,29.021,24.741,0.6
25.012,29.089,24.787,0.6005
25.222,29.102,24.88,0.601
25.23,29.151,24.942,0.6015
25.312,29.157,24.973,0.602
25.333,29.315,25.061,0.6025
25.37,29.365,25.095,0.603
25.372,29.382,25.105,0.6035
25.374,29.4,25.163,0.604
25.384,29.464,25.167,0.6045
25.422,29.473,25.19,0.605
25.424,29.486,25.213,0.6055
25.451,29.648,25.286,0.606
25.516,29.793,25.491,0.6065
25.608,29.808,25.5,0.607
25.615,29.814,25.566,0.6075
25.812,29.829,25.68,0.608
25.817,29.872,25.685,0.6085
25.938,29.894,25.696,0.609
25.94,30.058,25.835,0.6095
25.98,30.08,25.852,0.61
26.094,30.175,25.857,0.6105
26.31,30.177,25.92,0.611
26.314,30.252,25.954,0.6115
26.351,30.299,25.962,0.612
26.382,30.314,26.099,0.6125
26.441,30.392,26.144,0.613
26.507,30.52,26.244,0.6135
26.557,30.78,26.278,0.614
26.561,30.807,26.358,0.6145
26.569,30.812,26.37,0.615
26.631,30.922,26.378,0.6155
26.711,30.97,26.409,0.616
26.733,30.992,26.511,0.6165
26.773,31.18,26.523,0.617
26.797,31.193,26.677,0.6175
26.821,31.291,26.732,0.618
26.859,31.416,26.769,0.6185
26.868,31.417,26.784,0.619
26.925,31.429,26.857,0.6195
27.033,31.561,26.889,0.62
27.033,31.615,26.892,0.6205
27.154,31.624,26.903,0.621
27.214,31.795,26.947,0.6215
27.262,31.806,26.99,0.622
27.308,31.869,27.013,0.6225
27.319,31.953,27.1,0.623
27.324,32.013,27.123,0.6235
27.351,32.096,27.221,0.624
27.643,32.141,27.278,0.6245
27.684,32.261,27.282,0.625
27.694,32.299,27.333,0.6255
27.84,32.349,27.363,0.626
27.872,32.379,27.386,0.6265
27.877,32.38,27.433,0.627
27.896,32.429,27.516,0.6275
27.92,32.435,27.521,0.628
27.975,32.502,27.539,0.6285
27.985,32.538,27.56,0.629
28.127,32.623,27.617,0.6295
28.239,32.682,27.629,0.63
28.341,33.002,27.692,0.6305
28.448,33.008,27.863,0.631
28.545,33.025,27.873,0.6315
28.582,33.335,27.967,0.632
28.602,33.363,27.995,0.6325
28.616,33.405,28.4,0.633
28.621,33.529,28.422,0.6335
28.624,33.654,28.775,0.634
28.702,33.741,28.792,0.6345
28.743,33.854,28.842,0.635
28.765,33.924,28.86,0.6355
28.775,34.049,28.907,0.636
28.785,34.055,29.048,0.6365
29.074,34.079,29.087,0.637
29.233,34.093,29.147,0.6375
29.458,34.129,29.211,0.638
29.462,34.182,29.24,0.6385
29.475,34.407,29.333,0.639
29.476,34.47,29.378,0.6395
29.682,34.712,29.451,0.64
29.686,34.824,29.698,0.6405
29.857,34.861,29.737,0.641
29.883,34.899,29.767,0.6415
30.019,34.91,29.785,0.642
30.066,34.968,29.799,0.6425
30.136,35.106,29.833,0.643
30.164,35.239,29.882,0.6435
30.261,35.347,29.971,0.644
30.281,35.386,30.023,0.6445
30.31,35.663,30.046,0.645
30.343,35.675,30.239,0.6455
30.384,35.722,30.35,0.646
30.395,35.747,30.411,0.6465
30.523,35.777,30.468,0.647
30.719,35.852,30.537,0.6475
30.932,35.882,30.598,0.648
30.983,35.966,30.603,0.6485
30.991,36.012,30.634,0.649
31.178,36.022,30.718,0.6495
31.193,36.068,30.844,0.65
31.275,36.079,30.883,0.6505
31.347,36.105,30.905,0.651
31.369,36.165,30.916,0.6515
31.43,36.345,31.053,0.652
31.464,36.385,31.121,0.6525
31.489,36.406,31.16,0.653
31.55,36.433,31.168,0.6535
31.84,36.5,31.317,0.654
31.846,36.844,31.325,0.6545
31.867,36.858,31.395,0.655
32.051,36.874,31.579,0.6555
32.057,37.017,31.598,0.656
32.077,37.04,31.661,0.6565
32.159,37.05,32.064,0.657
32.315,37.081,32.099,0.6575
32.339,37.124,32.187,0.658
32.363,37.175,32.23,0.6585
32.714,37.387,32.238,0.659
32.716,37.545,32.278,0.6595
32.72,37.567,32.381,0.66
32.746,37.769,32.482,0.6605
32.849,37.778,32.528,0.661
32.954,37.834,32.557,0.6615
33.015,38.081,32.668,0.662
33.027,38.092,32.677,0.6625
33.059,38.3,32.756,0.663
33.146,38.343,32.87,0.6635
33.24,38.382,32.9,0.664
33.25,38.385,32.949,0.6645
33.451,38.415,32.987,0.665
33.488,38.434,33.161,0.6655
33.504,38.523,33.269,0.666
33.51,38.541,33.314,0.6665
33.527,38.679,33.371,0.667
33.604,38.78,33.378,0.6675
33.72,38.827,33.468,0.668
33.809,38.831,33.47,0.6685
33.844,38.847,33.471,0.669
33.857,38.926,33.521,0.6695
33.933,38.95,33.537,0.67
34.065,38.961,33.574,0.6705
34.166,39.0,33.671,0.671
34.417,39.001,33.694,0.6715
34.585,39.125,33.763,0.672
34.602,39.244,33.77,0.6725
34.629,39.361,33.991,0.673
34.693,39.486,34.069,0.6735
34.714,39.733,34.077,0.674
34.722,39.791,34.12,0.6745
34.743,39.813,34.292,0.675
34.81,39.886,34.321,0.6755
34.842,40.222,34.398,0.676
34.886,40.302,34.449,0.6765
34.897,40.334,34.528,0.677
35.062,40.694,34.542,0.6775
35.067,40.711,34.641,0.678
35.119,40.784,34.646,0.6785
35.133,40.803,34.708,0.679
35.276,40.904,34.775,0.6795
35.325,40.971,34.846,0.68
35.353,40.975,34.938,0.6805
35.42,41.019,34.968,0.681
35.423,41.06,35.002,0.6815
35.49,41.121,35.133,0.682
35.495,41.219,35.142,0.6825
35.694,41.292,35.205,0.683
35.715,41.403,35.227,0.6835
35.776,41.555,35.246,0.684
35.903,41.604,35.27,0.6845
36.173,41.701,35.347,0.685
36.184,41.725,35.411,0.6855
36.195,41.807,35.457,0.686
36.307,41.903,35.464,0.6865
36.338,42.042,35.534,0.687
36.348,42.18,35.555,0.6875
36.558,42.197,35.601,0.688
36.829,42.342,35.628,0.6885
36.844,42.361,35.856,0.689
36.89,42.689,35.881,0.6895
36.895,42.761,35.892,0.69
36.914,42.764,35.992,0.6905
36.978,42.795,35.994,0.691
37.136,42.91,36.123,0.6915
37.36,42.926,36.168,0.692
37.384,42.938,36.224,0.6925
37.464,42.968,36.526,0.693
37.486,43.21,36.636,0.6935
37.536,43.212,36.834,0.694
37.644,43.24,36.984,0.6945
37.803,43.278,36.997,0.695
37.831,43.522,37.067,0.6955
37.908,43.531,37.436,0.696
38.005,43.577,37.471,0.6965
38.029,43.84,37.551,0.697
38.115,44.041,37.658,0.6975
38.222,44.078,37.665,0.698
38.23,44.122,37.785,0.6985
38.347,44.222,37.825,0.699
38.427,44.223,37.857,0.6995
38.452,44.563,37.977,0.7
38.507,44.702,37.981,0.7005
38.561,44.784,38.075,0.701
38.818,45.11,38.16,0.7015
38.864,45.118,38.184,0.702
38.986,45.125,38.421,0.7025
39.024,45.293,38.486,0.703
39.065,45.42,38.575,0.7035
39.153,45.459,38.598,0.704
39.156,45.582,38.624,0.7045
39.221,45.677,38.71,0.705
39.272,45.715,38.724,0.7055
39.404,46.11,38.768,0.706
39.495,46.453,38.89,0.7065
39.497,46.509,38.928,0.707
39.571,46.563,39.109,0.7075
39.665,46.581,39.113,0.708
39.748,46.594,39.151,0.7085
39.803,46.626,39.159,0.709
39.896,46.784,39.173,0.7095
39.932,47.558,39.334,0.71
40.003,47.658,39.339,0.7105
40.077,47.89,39.34,0.711
40.308,47.9,39.471,0.7115
40.334,48.012,39.622,0.712
40.341,48.062,39.708,0.7125
40.343,48.086,39.828,0.713
40.407,48.099,39.994,0.7135
40.486,48.394,40.103,0.714
40.531,48.448,40.214,0.7145
40.536,48.459,40.266,0.715
40.642,48.735,40.296,0.7155
40.797,48.763,40.509,0.716
40.864,48.964,40.532,0.7165
40.896,48.982,40.534,0.717
40.934,49.068,40.536,0.7175
40.972,49.353,40.644,0.718
41.004,49.386,40.849,0.7185
41.059,49.558,40.867,0.719
41.12,49.685,41.381,0.7195
41.134,49.736,41.413,0.72
41.467,49.772,41.429,0.7205
41.474,49.813,41.501,0.721
41.631,49.86,41.573,0.7215
41.769,50.115,41.575,0.722
42.151,50.135,41.723,0.7225
42.191,50.535,41.763,0.723
42.608,50.794,41.984,0.7235
42.703,51.351,42.16,0.724
42.769,51.498,42.198,0.7245
42.813,51.499,42.442,0.725
42.839,51.601,42.589,0.7255
43.191,51.608,42.614,0.726
43.352,51.738,42.67,0.7265
43.494,51.968,42.682,0.727
43.503,52.044,42.734,0.7275
43.562,52.138,42.762,0.728
43.639,52.221,42.935,0.7285
43.871,52.37,42.991,0.729
43.905,52.575,43.036,0.7295
43.914,52.677,43.094,0.73
43.915,52.732,43.164,0.7305
44.181,52.777,43.285,0.731
44.218,52.878,43.318,0.7315
44.279,52.991,43.457,0.732
44.304,53.082,43.53,0.7325
44.39,53.149,43.641,0.733
44.402,53.17,43.769,0.7335
44.603,53.221,43.77,0.734
44.644,53.235,43.779,0.7345
44.867,53.317,43.903,0.735
44.89,53.366,43.96,0.7355
44.913,53.825,44.027,0.736
44.934,53.829,44.072,0.7365
44.944,54.283,44.145,0.737
45.036,55.108,44.374,0.7375
45.04,55.574,44.466,0.738
45.293,55.926,44.522,0.7385
45.563,56.073,44.583,0.739
45.568,56.152,44.63,0.7395
45.702,56.616,44.698,0.74
45.808,56.926,44.92,0.7405
45.842,57.079,44.948,0.741
45.973,57.403,44.971,0.7415
46.003,57.478,45.103,0.742
46.302,57.48,45.159,0.7425
46.533,57.575,45.175,0.743
46.648,57.656,45.236,0.7435
46.748,58.363,45.383,0.744
46.769,58.473,45.487,0.7445
46.939,58.589,45.73,0.745
47.026,58.606,45.982,0.7455
47.126,58.799,46.103,0.746
47.133,58.969,46.114,0.7465
47.196,59.072,46.238,0.747
47.201,59.192,46.269,0.7475
47.281,59.26,46.516,0.748
47.31,59.602,46.533,0.7485
47.346,60.124,46.562,0.749
47.509,60.155,46.564,0.7495
47.544,60.401,46.631,0.75
47.57,60.768,46.711,0.7505
47.718,61.793,46.911,0.751
47.795,61.915,46.924,0.7515
47.805,62.278,47.185,0.752
47.853,62.417,47.187,0.7525
47.872,62.432,47.442,0.753
48.033,62.441,47.61,0.7535
48.257,63.03,47.634,0.754
48.363,63.193,47.825,0.7545
48.374,63.237,47.972,0.755
48.704,63.248,47.99,0.7555
48.706,63.974,48.1,0.756
48.76,64.102,48.176,0.7565
48.783,64.737,48.215,0.757
48.949,64.821,48.217,0.7575
49.211,65.789,48.22,0.758
49.237,66.003,48.225,0.7585
49.332,66.05,48.307,0.759
49.352,66.181,48.336,0.7595
49.473,66.215,48.341,0.76
49.544,66.654,48.4,0.7605
49.582,66.779,48.423,0.761
49.76,67.187,48.43,0.7615
49.825,67.296,48.506,0.762
49.911,68.308,48.508,0.7625
49.957,68.402,48.581,0.763
50.031,68.59,48.715,0.7635
50.138,68.797,48.781,0.764
50.146,69.281,48.791,0.7645
50.564,69.455,49.113,0.765
50.611,69.666,49.127,0.7655
50.931,70.054,49.19,0.766
50.948,70.177,49.283,0.7665
50.984,70.244,49.49,0.767
51.306,70.585,49.545,0.7675
51.395,70.709,49.572,0.768
51.531,70.9,49.722,0.7685
51.55,71.047,49.771,0.769
51.669,71.137,49.941,0.7695
51.738,71.407,49.945,0.77
51.823,71.796,50.049,0.7705
51.879,71.935,50.085,0.771
51.911,72.245,50.181,0.7715
52.126,72.263,50.237,0.772
52.144,72.5,50.274,0.7725
52.147,72.584,50.283,0.773
52.229,72.644,50.311,0.7735
52.25,73.309,50.403,0.774
52.304,73.71,50.515,0.7745
52.585,73.813,50.677,0.775
52.587,74.139,50.758,0.7755
52.667,74.355,50.873,0.776
52.774,74.539,51.017,0.7765
53.344,74.866,52.005,0.777
53.463,75.036,52.2,0.7775
53.465,75.351,52.27,0.778
53.589,75.867,52.295,0.7785
53.793,76.028,52.327,0.779
53.802,76.066,52.493,0.7795
53.844,76.272,52.498,0.78
54.264,76.503,52.748,0.7805
54.352,76.54,53.051,0.781
54.374,76.558,53.101,0.7815
54.376,76.794,53.186,0.782
55.074,76.802,53.643,0.7825
55.119,77.254,53.676,0.783
55.193,77.638,53.681,0.7835
55.358,77.81,53.743,0.784
55.422,78.086,53.934,0.7845
55.544,78.399,54.233,0.785
55.57,78.681,54.529,0.7855
55.728,78.756,54.8,0.786
55.761,78.953,54.837,0.7865
56.277,78.987,54.838,0.787
56.29,79.424,55.185,0.7875
56.628,79.569,55.257,0.788
56.976,79.686,55.477,0.7885
56.987,79.933,55.715,0.789
57.226,80.41,55.715,0.7895
57.529,80.532,55.834,0.79
57.588,80.976,55.942,0.7905
57.779,81.897,55.98,0.791
57.853,82.058,56.364,0.7915
58.004,82.654,56.584,0.792
58.056,83.122,56.663,0.7925
58.102,83.3,56.713,0.793
58.331,86.386,56.752,0.7935
58.336,86.444,56.813,0.794
58.89,88.72,56.877,0.7945
58.917,89.126,56.926,0.795
59.082,89.271,56.933,0.7955
59.122,89.425,57.096,0.796
59.137,89.477,57.348,0.7965
59.195,91.363,57.683,0.797
59.351,91.683,57.683,0.7975
59.452,91.917,57.723,0.798
59.46,92.087,57.835,0.7985
59.463,92.421,58.217,0.799
59.478,94.313,58.229,0.7995
59.522,94.868,58.348,0.8
59.685,94.953,58.375,0.8005
59.756,95.655,58.58,0.801
59.841,97.526,58.735,0.8015
59.884,97.672,59.019,0.802
59.991,98.634,59.068,0.8025
60.262,99.438,59.096,0.803
60.309,101.179,59.109,0.8035
60.379,101.258,59.443,0.804
60.61,101.515,59.448,0.8045
60.639,106.888,59.504,0.805
60.834,107.995,59.554,0.8055
61.001,108.756,59.864,0.806
61.292,112.584,59.896,0.8065
61.319,112.956,59.967,0.807
61.355,115.906,60.317,0.8075
61.469,116.217,60.373,0.808
61.707,117.038,60.485,0.8085
61.726,117.992,60.718,0.809
61.886,119.249,60.755,0.8095
61.917,119.281,60.917,0.81
61.965,122.994,61.171,0.8105
62.0,125.842,61.329,0.811
62.285,130.478,61.749,0.8115
62.917,143.534,61.849,0.812
63.355,335.944,61.859,0.8125
63.552,335.944,61.899,0.813
63.573,335.944,62.149,0.8135
63.666,335.944,62.705,0.814
63.763,335.944,62.71,0.8145
63.969,335.944,62.841,0.815
63.999,335.944,63.011,0.8155
64.687,335.944,63.083,0.816
64.789,335.944,63.354,0.8165
64.878,335.944,63.526,0.817
64.879,335.944,63.975,0.8175
65.287,335.944,64.303,0.818
65.55,335.944,64.898,0.8185
65.773,335.944,64.912,0.819
65.838,335.944,65.346,0.8195
66.033,335.944,65.351,0.82
66.456,335.944,65.639,0.8205
66.494,335.944,65.906,0.821
66.518,335.944,65.945,0.8215
66.574,335.944,66.029,0.822
66.978,335.944,66.031,0.8225
67.251,335.944,66.104,0.823
67.263,335.944,66.214,0.8235
67.452,335.944,66.302,0.824
67.548,335.944,66.487,0.8245
67.868,335.944,66.588,0.825
68.421,335.944,66.709,0.8255
69.705,335.944,67.154,0.826
69.826,335.944,67.251,0.8265
70.07,335.944,67.285,0.827
70.105,335.944,67.681,0.8275
70.176,335.944,67.909,0.828
70.236,335.944,68.115,0.8285
70.284,335.944,68.28,0.829
70.371,335.944,68.319,0.8295
70.786,335.944,68.588,0.83
70.82,335.944,68.616,0.8305
70.904,335.944,68.919,0.831
71.156,335.944,69.342,0.8315
71.374,335.944,69.572,0.832
71.655,335.944,69.625,0.8325
72.066,335.944,69.761,0.833
72.116,335.944,69.803,0.8335
72.305,335.944,69.847,0.834
72.308,335.944,70.183,0.8345
72.342,335.944,70.419,0.835
72.621,335.944,70.431,0.8355
72.678,335.944,70.457,0.836
73.091,335.944,70.506,0.8365
73.461,335.944,70.549,0.837
73.52,335.944,70.705,0.8375
73.784,335.944,70.738,0.838
73.862,335.944,70.761,0.8385
74.177,335.944,70.802,0.839
74.257,335.944,71.037,0.8395
74.346,335.944,71.055,0.84
74.453,335.944,71.791,0.8405
74.501,335.944,72.775,0.841
74.56,335.944,72.781,0.8415
74.572,335.944,73.037,0.842
75.076,335.944,73.112,0.8425
75.215,335.944,73.27,0.843
75.272,335.944,73.904,0.8435
75.746,335.944,74.037,0.844
75.789,335.944,74.24,0.8445
76.317,335.944,74.277,0.845
76.335,335.944,74.626,0.8455
76.376,335.944,74.863,0.846
