Rank1,Rank2,Rank3,Percentage
29.427,17.277,11.547,0.423
29.434,17.323,11.614,0.4235
29.507,17.338,11.707,0.424
29.569,17.408,11.751,0.4245
29.733,17.449,11.752,0.425
29.745,17.459,11.779,0.4255
29.746,17.519,11.797,0.426
29.77,17.573,11.822,0.4265
29.806,17.579,11.826,0.427
30.048,17.848,11.889,0.4275
30.389,17.876,11.937,0.428
30.422,17.881,11.95,0.4285
30.589,17.922,11.956,0.429
30.632,17.951,11.97,0.4295
30.65,17.951,12.04,0.43
30.69,17.983,12.067,0.4305
30.845,17.983,12.162,0.431
30.923,18.0,12.187,0.4315
31.08,18.085,12.203,0.432
31.094,18.09,12.247,0.4325
31.147,18.13,12.45,0.433
31.17,18.131,12.463,0.4335
31.385,18.134,12.527,0.434
31.557,18.192,12.562,0.4345
31.596,18.245,12.573,0.435
31.628,18.324,12.578,0.4355
31.632,18.327,12.592,0.436
31.742,18.353,12.617,0.4365
31.83,18.376,12.649,0.437
31.852,18.38,12.674,0.4375
31.959,18.694,12.677,0.438
31.976,18.73,12.677,0.4385
32.015,18.753,12.677,0.439
32.074,18.834,12.687,0.4395
32.122,18.84,12.706,0.44
32.134,18.857,12.708,0.4405
32.188,18.885,12.776,0.441
32.237,18.901,12.809,0.4415
32.334,18.902,12.867,0.442
32.393,18.911,12.875,0.4425
32.397,18.938,12.89,0.443
32.455,18.986,12.911,0.4435
32.513,19.065,12.971,0.444
32.522,19.084,12.975,0.4445
32.584,19.131,13.016,0.445
32.659,19.192,13.04,0.4455
32.667,19.211,13.053,0.446
33.248,19.283,13.069,0.4465
33.288,19.394,13.112,0.447
33.292,19.415,13.189,0.4475
33.298,19.463,13.192,0.448
33.511,19.549,13.223,0.4485
33.613,19.554,13.241,0.449
33.664,19.592,13.329,0.4495
34.008,19.626,13.373,0.45
34.021,19.632,13.378,0.4505
34.083,19.635,13.439,0.451
34.229,19.879,13.439,0.4515
34.282,19.895,13.458,0.452
34.489,19.965,13.467,0.4525
34.602,19.969,13.476,0.453
34.626,20.024,13.536,0.4535
34.979,20.025,13.536,0.454
35.043,20.059,13.549,0.4545
35.052,20.086,13.559,0.455
35.082,20.099,13.574,0.4555
35.346,20.109,13.602,0.456
35.391,20.184,13.633,0.4565
35.421,20.205,13.645,0.457
35.547,20.208,13.652,0.4575
35.651,20.259,13.662,0.458
35.727,20.279,13.711,0.4585
35.886,20.35,13.738,0.459
35.887,20.358,13.758,0.4595
36.032,20.359,13.763,0.46
36.3,20.441,13.777,0.4605
36.304,20.499,13.794,0.461
36.407,20.503,13.868,0.4615
36.515,20.527,13.876,0.462
36.726,20.545,13.923,0.4625
36.737,20.561,13.986,0.463
36.743,20.569,14.053,0.4635
36.811,20.611,14.057,0.464
36.892,20.63,14.143,0.4645
36.901,20.667,14.154,0.465
37.092,20.69,14.207,0.4655
37.1,20.7,14.256,0.466
37.108,20.709,14.275,0.4665
37.207,20.758,14.297,0.467
37.208,20.821,14.33,0.4675
37.294,20.879,14.345,0.468
37.39,20.914,14.371,0.4685
37.41,20.925,14.401,0.469
37.529,21.043,14.406,0.4695
37.694,21.146,14.508,0.47
37.738,21.352,14.546,0.4705
37.813,21.498,14.565,0.471
37.823,21.544,14.645,0.4715
37.937,21.555,14.647,0.472
37.97,21.556,14.67,0.4725
37.988,21.627,14.682,0.473
38.046,21.803,14.697,0.4735
38.344,21.952,14.714,0.474
38.417,22.082,14.72,0.4745
38.518,22.19,14.721,0.475
38.545,22.226,14.759,0.4755
38.609,22.228,14.797,0.476
38.758,22.348,14.813,0.4765
38.818,22.354,14.873,0.477
38.988,22.372,15.009,0.4775
38.994,22.417,15.028,0.478
39.028,22.485,15.047,0.4785
39.037,22.515,15.094,0.479
39.061,22.559,15.117,0.4795
39.131,22.565,15.171,0.48
39.41,22.601,15.173,0.4805
39.445,22.605,15.193,0.481
39.572,22.616,15.241,0.4815
39.596,22.63,15.29,0.482
39.634,22.697,15.339,0.4825
39.674,22.711,15.351,0.483
39.692,22.716,15.377,0.4835
39.849,22.738,15.436,0.484
39.961,22.753,15.469,0.4845
39.974,22.807,15.5,0.485
40.01,22.808,15.534,0.4855
40.047,22.827,15.539,0.486
40.092,22.93,15.562,0.4865
40.206,23.106,15.62,0.487
40.231,23.11,15.664,0.4875
40.549,23.117,15.678,0.488
40.799,23.141,15.694,0.4885
40.825,23.156,15.708,0.489
40.831,23.205,15.714,0.4895
40.841,23.251,15.723,0.49
40.852,23.358,15.769,0.4905
41.071,23.415,15.769,0.491
41.09,23.436,15.792,0.4915
41.215,23.553,15.815,0.492
41.278,23.681,15.824,0.4925
41.328,23.683,15.857,0.493
41.722,23.74,15.859,0.4935
41.723,23.761,15.885,0.494
41.841,23.955,15.984,0.4945
41.967,23.97,16.009,0.495
41.986,23.982,16.109,0.4955
42.019,24.01,16.109,0.496
42.065,24.022,16.155,0.4965
42.153,24.238,16.162,0.497
42.245,24.299,16.163,0.4975
42.548,24.315,16.215,0.498
42.554,24.321,16.3,0.4985
42.642,24.383,16.457,0.499
43.177,24.39,16.528,0.4995
43.216,24.412,16.643,0.5
43.433,24.443,16.661,0.5005
43.477,24.46,16.662,0.501
43.556,24.474,16.704,0.5015
43.68,24.513,16.741,0.502
43.839,24.553,16.789,0.5025
43.839,24.62,16.835,0.503
43.843,24.622,16.843,0.5035
43.843,24.682,16.843,0.504
44.085,24.755,16.848,0.5045
44.123,24.832,16.909,0.505
44.208,24.915,16.976,0.5055
44.323,24.982,17.008,0.506
44.443,24.986,17.025,0.5065
44.444,25.042,17.078,0.507
44.509,25.095,17.168,0.5075
44.535,25.098,17.228,0.508
44.65,25.119,17.236,0.5085
44.91,25.127,17.243,0.509
44.934,25.151,17.274,0.5095
45.002,25.172,17.278,0.51
45.11,25.173,17.284,0.5105
45.158,25.203,17.307,0.511
45.23,25.232,17.368,0.5115
45.321,25.42,17.396,0.512
45.444,25.489,17.408,0.5125
45.511,25.503,17.436,0.513
45.556,25.507,17.514,0.5135
45.625,25.659,17.545,0.514
45.691,25.717,17.562,0.5145
45.708,25.784,17.647,0.515
45.931,25.817,17.711,0.5155
45.981,25.905,17.713,0.516
46.166,25.907,17.748,0.5165
46.337,25.934,17.762,0.517
46.365,25.993,17.813,0.5175
46.393,26.063,17.819,0.518
46.601,26.14,17.841,0.5185
46.726,26.155,17.857,0.519
46.747,26.181,17.861,0.5195
46.759,26.185,17.892,0.52
46.857,26.232,17.959,0.5205
46.867,26.341,17.969,0.521
46.919,26.344,17.981,0.5215
46.991,26.384,18.0,0.522
47.089,26.397,18.06,0.5225
47.182,26.409,18.064,0.523
47.355,26.496,18.078,0.5235
47.498,26.555,18.108,0.524
47.609,26.606,18.16,0.5245
47.797,26.616,18.166,0.525
47.919,26.628,18.225,0.5255
48.085,26.748,18.276,0.526
48.177,26.894,18.343,0.5265
48.257,26.908,18.358,0.527
48.271,26.953,18.459,0.5275
48.409,27.042,18.569,0.528
48.559,27.142,18.589,0.5285
48.606,27.199,18.6,0.529
48.746,27.2,18.657,0.5295
49.018,27.263,18.69,0.53
49.146,27.387,18.754,0.5305
49.269,27.468,18.949,0.531
49.33,27.56,18.985,0.5315
49.484,27.578,19.019,0.532
49.487,27.643,19.086,0.5325
49.659,27.696,19.102,0.533
50.033,27.749,19.158,0.5335
50.034,27.838,19.216,0.534
50.097,27.905,19.275,0.5345
50.277,27.923,19.29,0.535
50.368,27.969,19.382,0.5355
50.511,27.996,19.388,0.536
50.763,28.008,19.393,0.5365
50.987,28.243,19.494,0.537
51.347,28.251,19.519,0.5375
51.348,28.316,19.547,0.538
51.406,28.327,19.599,0.5385
51.431,28.348,19.667,0.539
51.486,28.376,19.69,0.5395
51.785,28.453,19.712,0.54
51.789,28.507,19.727,0.5405
52.178,28.512,19.777,0.541
52.183,28.583,19.799,0.5415
52.246,28.62,19.836,0.542
52.638,28.69,19.868,0.5425
52.751,28.709,19.948,0.543
52.875,28.832,19.954,0.5435
52.987,28.843,19.981,0.544
53.016,28.883,20.055,0.5445
53.14,28.929,20.085,0.545
53.148,29.01,20.093,0.5455
53.385,29.017,20.129,0.546
53.448,29.052,20.135,0.5465
53.599,29.154,20.14,0.547
53.696,29.221,20.191,0.5475
53.796,29.347,20.232,0.548
53.813,29.404,20.235,0.5485
53.816,29.418,20.253,0.549
53.861,29.51,20.262,0.5495
53.96,29.658,20.272,0.55
54.045,29.69,20.276,0.5505
54.076,29.804,20.287,0.551
54.33,29.826,20.298,0.5515
54.37,29.967,20.357,0.552
54.854,29.975,20.47,0.5525
55.192,30.009,20.473,0.553
55.259,30.055,20.527,0.5535
55.365,30.113,20.551,0.554
55.561,30.128,20.631,0.5545
55.66,30.146,20.671,0.555
55.668,30.186,20.751,0.5555
55.776,30.237,20.751,0.556
55.843,30.306,20.763,0.5565
55.899,30.319,20.804,0.557
56.236,30.35,20.811,0.5575
56.29,30.417,20.858,0.558
56.308,30.426,20.859,0.5585
56.382,30.463,20.86,0.559
56.387,30.478,20.881,0.5595
56.53,30.56,20.962,0.56
56.869,30.573,21.016,0.5605
56.995,30.707,21.021,0.561
57.117,30.761,21.093,0.5615
57.219,30.785,21.099,0.562
57.352,30.811,21.111,0.5625
57.366,30.969,21.201,0.563
57.419,30.971,21.284,0.5635
57.432,31.005,21.451,0.564
57.618,31.007,21.458,0.5645
57.859,31.187,21.464,0.565
57.888,31.302,21.539,0.5655
58.199,31.372,21.62,0.566
58.216,31.401,21.625,0.5665
58.467,31.427,21.796,0.567
58.694,31.542,21.825,0.5675
58.838,31.574,21.935,0.568
58.864,31.644,22.052,0.5685
59.306,31.763,22.062,0.569
59.335,31.771,22.063,0.5695
59.517,31.782,22.117,0.57
59.599,31.814,22.18,0.5705
59.757,31.831,22.184,0.571
59.781,31.885,22.196,0.5715
59.812,31.886,22.223,0.572
60.066,31.997,22.236,0.5725
60.546,32.001,22.252,0.573
60.679,32.064,22.271,0.5735
60.74,32.073,22.304,0.574
60.924,32.083,22.33,0.5745
61.023,32.1,22.332,0.575
61.162,32.102,22.405,0.5755
61.225,32.105,22.432,0.576
61.433,32.168,22.458,0.5765
61.451,32.179,22.475,0.577
61.617,32.22,22.506,0.5775
61.83,32.316,22.533,0.578
61.835,32.317,22.541,0.5785
61.842,32.345,22.639,0.579
61.912,32.422,22.703,0.5795
62.304,32.46,22.759,0.58
62.315,32.484,22.806,0.5805
62.4,32.504,22.896,0.581
62.419,32.579,23.021,0.5815
62.442,32.679,23.045,0.582
62.745,32.783,23.06,0.5825
62.82,32.789,23.101,0.583
62.933,32.808,23.124,0.5835
63.271,32.868,23.238,0.584
63.414,32.894,23.268,0.5845
63.433,32.905,23.322,0.585
63.436,32.959,23.334,0.5855
63.532,33.019,23.387,0.586
63.606,33.112,23.51,0.5865
63.728,33.187,23.537,0.587
63.755,33.192,23.548,0.5875
63.838,33.212,23.615,0.588
63.92,33.518,23.675,0.5885
64.035,33.529,23.691,0.589
64.16,33.643,23.785,0.5895
64.172,33.791,23.792,0.59
64.443,33.937,24.039,0.5905
64.453,33.947,24.045,0.591
64.471,34.067,24.159,0.5915
64.472,34.126,24.226,0.592
64.561,34.169,24.282,0.5925
64.607,34.194,24.284,0.593
64.747,34.203,24.406,0.5935
64.901,34.259,24.408,0.594
65.097,34.478,24.437,0.5945
65.278,34.489,24.454,0.595
65.819,34.494,24.465,0.5955
65.866,34.59,24.474,0.596
66.229,34.814,24.514,0.5965
66.764,34.837,24.516,0.597
66.877,34.938,24.559,0.5975
66.958,35.238,24.611,0.598
67.103,35.278,24.626,0.5985
67.111,35.395,24.634,0.599
67.632,35.454,24.642,0.5995
68.14,35.521,24.649,0.6
68.212,35.554,24.692,0.6005
68.291,35.566,24.709,0.601
68.539,35.599,24.723,0.6015
68.615,35.62,24.772,0.602
68.957,35.822,24.807,0.6025
69.041,35.838,24.901,0.603
69.164,35.851,24.901,0.6035
69.2,35.893,24.999,0.604
69.302,35.93,25.011,0.6045
69.483,35.942,25.159,0.605
69.548,35.951,25.177,0.6055
69.901,36.111,25.177,0.606
70.112,36.229,25.185,0.6065
70.584,36.242,25.199,0.607
70.701,36.27,25.235,0.6075
70.712,36.332,25.299,0.608
70.743,36.36,25.325,0.6085
70.952,36.374,25.372,0.609
71.026,36.456,25.374,0.6095
71.092,36.481,25.552,0.61
71.468,36.505,25.576,0.6105
71.617,36.527,25.623,0.611
71.649,36.697,25.628,0.6115
71.748,36.748,25.671,0.612
71.761,36.786,25.682,0.6125
71.933,36.847,25.72,0.613
71.992,36.868,25.737,0.6135
72.507,36.895,25.797,0.614
72.67,36.933,25.807,0.6145
72.735,37.004,25.808,0.615
72.755,37.044,25.86,0.6155
72.927,37.089,25.886,0.616
73.103,37.099,26.0,0.6165
73.219,37.142,26.047,0.617
73.463,37.395,26.147,0.6175
73.625,37.567,26.16,0.618
73.643,37.686,26.173,0.6185
73.794,37.809,26.186,0.619
73.961,37.917,26.213,0.6195
73.977,38.021,26.219,0.62
74.104,38.206,26.289,0.6205
74.324,38.216,26.306,0.621
74.362,38.222,26.322,0.6215
74.385,38.265,26.333,0.622
74.5,38.305,26.36,0.6225
74.866,38.379,26.362,0.623
74.954,38.459,26.384,0.6235
74.992,38.485,26.53,0.624
75.69,38.538,26.618,0.6245
75.928,38.57,26.675,0.625
76.215,38.619,26.681,0.6255
76.249,38.705,26.722,0.626
76.268,38.825,26.779,0.6265
76.502,38.833,26.791,0.627
76.922,38.924,26.943,0.6275
76.931,38.926,26.953,0.628
77.052,38.943,26.982,0.6285
77.579,39.165,27.011,0.629
77.685,39.202,27.021,0.6295
77.935,39.354,27.078,0.63
78.143,39.407,27.087,0.6305
78.368,39.574,27.124,0.631
78.506,39.791,27.203,0.6315
78.57,40.103,27.253,0.632
78.839,40.12,27.473,0.6325
78.932,40.171,27.512,0.633
79.031,40.265,27.574,0.6335
79.183,40.504,27.616,0.634
79.341,40.525,27.658,0.6345
79.379,40.543,27.784,0.635
79.383,40.774,27.81,0.6355
79.417,40.835,27.839,0.636
79.431,40.941,27.933,0.6365
79.577,41.062,28.058,0.637
79.674,41.066,28.107,0.6375
79.909,41.085,28.152,0.638
79.969,41.245,28.214,0.6385
80.325,41.256,28.248,0.639
80.383,41.263,28.438,0.6395
80.657,41.376,28.476,0.64
80.755,41.378,28.535,0.6405
81.15,41.455,28.584,0.641
81.416,41.507,28.63,0.6415
81.706,41.543,28.674,0.642
82.338,41.872,28.677,0.6425
82.368,42.07,28.766,0.643
82.38,42.182,28.805,0.6435
82.444,42.312,28.837,0.644
82.609,42.49,28.869,0.6445
82.652,42.498,28.884,0.645
82.773,42.543,28.921,0.6455
82.898,42.666,28.969,0.646
82.996,42.756,29.023,0.6465
83.015,42.965,29.044,0.647
83.229,42.982,29.081,0.6475
83.242,43.043,29.138,0.648
83.701,43.508,29.146,0.6485
84.44,44.047,29.226,0.649
84.522,44.223,29.323,0.6495
84.615,44.267,29.372,0.65
84.839,44.335,29.423,0.6505
84.921,44.548,29.488,0.651
85.062,44.563,29.489,0.6515
85.69,44.571,29.681,0.652
85.712,44.765,29.795,0.6525
85.748,44.985,29.959,0.653
85.933,45.004,30.043,0.6535
85.936,45.051,30.161,0.654
85.995,45.211,30.187,0.6545
86.063,45.298,30.285,0.655
86.413,45.344,30.301,0.6555
86.578,45.398,30.326,0.656
86.784,45.54,30.331,0.6565
86.807,45.709,30.375,0.657
87.146,45.858,30.423,0.6575
87.419,45.924,30.442,0.658
87.443,46.215,30.503,0.6585
87.526,46.368,30.526,0.659
87.681,46.393,30.534,0.6595
87.723,46.544,30.534,0.66
87.791,46.55,30.572,0.6605
87.986,46.62,30.577,0.661
88.051,46.652,30.729,0.6615
88.214,46.671,30.77,0.662
88.354,46.671,30.794,0.6625
88.436,47.297,30.811,0.663
88.452,47.479,30.851,0.6635
88.474,47.506,30.885,0.664
88.611,47.512,31.058,0.6645
88.642,47.536,31.152,0.665
88.971,47.734,31.238,0.6655
89.206,47.926,31.241,0.666
89.636,48.246,31.349,0.6665
89.706,48.316,31.454,0.667
89.882,48.335,31.5,0.6675
89.902,48.467,31.632,0.668
89.947,48.708,31.654,0.6685
90.027,49.047,31.667,0.669
90.26,49.246,31.692,0.6695
90.379,49.259,31.741,0.67
90.38,49.26,31.761,0.6705
90.451,49.482,31.993,0.671
90.661,49.696,31.999,0.6715
90.853,49.763,32.059,0.672
91.475,50.133,32.067,0.6725
91.551,50.151,32.081,0.673
91.593,50.155,32.095,0.6735
91.597,50.161,32.114,0.674
91.613,50.753,32.179,0.6745
91.615,50.82,32.203,0.675
91.731,50.857,32.412,0.6755
91.805,51.009,32.427,0.676
92.104,51.203,32.569,0.6765
92.343,51.259,32.721,0.677
92.824,51.342,32.723,0.6775
93.058,51.392,32.762,0.678
93.089,51.497,32.769,0.6785
93.666,51.731,32.804,0.679
93.671,51.822,32.851,0.6795
93.866,51.893,32.852,0.68
94.234,52.209,33.006,0.6805
94.515,52.231,33.089,0.681
94.951,52.331,33.133,0.6815
95.428,52.416,33.223,0.682
95.674,52.461,33.259,0.6825
95.702,52.518,33.346,0.683
95.889,52.536,33.41,0.6835
96.182,52.604,33.432,0.684
96.766,52.828,33.446,0.6845
96.844,52.843,33.536,0.685
96.955,52.891,33.676,0.6855
97.636,52.902,33.722,0.686
97.85,53.361,33.915,0.6865
98.347,53.377,33.983,0.687
98.985,53.486,34.012,0.6875
99.019,53.524,34.049,0.688
99.101,53.714,34.068,0.6885
99.21,53.715,34.094,0.689
99.533,53.732,34.276,0.6895
99.801,53.802,34.314,0.69
100.293,53.842,34.662,0.6905
100.388,53.885,34.95,0.691
100.559,54.084,34.99,0.6915
100.62,54.104,35.144,0.692
100.705,54.349,35.275,0.6925
100.784,54.461,35.32,0.693
100.799,54.649,35.414,0.6935
100.947,54.675,35.736,0.694
101.02,54.688,35.743,0.6945
101.04,54.746,35.758,0.695
101.415,54.788,35.768,0.6955
101.445,55.879,35.781,0.696
101.504,55.972,35.843,0.6965
101.552,55.979,35.936,0.697
101.586,56.06,35.938,0.6975
101.833,56.148,35.95,0.698
101.921,56.201,35.953,0.6985
102.384,56.287,35.977,0.699
102.714,56.293,35.991,0.6995
102.745,56.356,36.026,0.7
102.777,56.755,36.075,0.7005
103.023,56.787,36.119,0.701
103.054,56.861,36.196,0.7015
103.351,56.976,36.237,0.702
103.731,57.247,36.253,0.7025
103.949,57.33,36.387,0.703
104.863,57.34,36.419,0.7035
105.138,57.397,36.548,0.704
105.497,57.405,36.586,0.7045
105.516,57.496,36.594,0.705
105.536,57.546,36.604,0.7055
105.723,57.572,36.648,0.706
105.752,57.631,36.652,0.7065
105.961,57.765,36.716,0.707
105.993,57.807,36.751,0.7075
105.994,57.856,36.795,0.708
106.323,57.908,36.985,0.7085
106.993,58.234,37.072,0.709
107.045,58.823,37.118,0.7095
107.384,58.865,37.226,0.71
107.668,58.956,37.27,0.7105
107.849,59.028,37.453,0.711
107.89,59.116,37.591,0.7115
107.991,59.259,37.597,0.712
108.386,59.329,37.623,0.7125
109.244,59.414,37.67,0.713
109.425,59.466,37.751,0.7135
109.597,59.568,37.775,0.714
110.274,59.607,37.893,0.7145
110.394,59.64,37.904,0.715
110.452,59.752,37.91,0.7155
111.07,59.835,38.042,0.716
111.133,59.875,38.126,0.7165
111.18,59.889,38.158,0.717
111.436,60.005,38.217,0.7175
111.945,60.017,38.298,0.718
112.199,60.232,38.449,0.7185
112.403,60.232,38.547,0.719
112.602,60.449,38.72,0.7195
112.674,60.543,38.833,0.72
112.701,60.61,38.946,0.7205
112.859,60.78,39.056,0.721
112.87,60.925,39.071,0.7215
112.878,61.158,39.081,0.722
113.123,61.18,39.108,0.7225
113.546,61.199,39.22,0.723
113.874,61.261,39.404,0.7235
114.069,61.272,39.527,0.724
114.205,61.368,39.633,0.7245
115.038,61.58,39.662,0.725
115.214,61.803,39.664,0.7255
115.419,61.946,39.678,0.726
115.771,62.13,39.743,0.7265
115.909,62.382,39.869,0.727
116.084,62.562,39.971,0.7275
116.289,62.767,40.055,0.728
116.886,62.79,40.183,0.7285
116.984,62.822,40.283,0.729
117.091,63.102,40.295,0.7295
117.289,63.174,40.472,0.73
117.362,63.24,40.635,0.7305
117.693,63.368,40.769,0.731
117.761,63.516,40.984,0.7315
117.787,63.543,41.081,0.732
118.328,63.675,41.226,0.7325
118.345,64.033,41.403,0.733
118.572,64.547,41.405,0.7335
118.583,64.659,41.44,0.734
118.824,64.898,41.487,0.7345
118.892,64.976,41.625,0.735
119.009,65.11,41.679,0.7355
119.154,65.153,41.766,0.736
119.43,65.266,41.785,0.7365
119.789,65.509,41.813,0.737
120.263,65.636,41.844,0.7375
120.447,65.769,41.887,0.738
120.683,65.82,41.929,0.7385
120.703,66.051,42.039,0.739
121.019,66.162,42.085,0.7395
121.031,66.238,42.099,0.74
121.416,66.239,42.394,0.7405
121.478,66.402,42.415,0.741
121.895,66.641,42.451,0.7415
122.022,66.671,42.596,0.742
122.079,66.765,42.705,0.7425
122.398,66.973,42.892,0.743
122.576,67.061,42.98,0.7435
122.769,67.281,43.1,0.744
123.022,67.333,43.212,0.7445
123.114,68.077,43.365,0.745
123.292,68.233,43.411,0.7455
123.615,68.255,43.46,0.746
123.739,68.488,43.532,0.7465
123.901,68.647,43.641,0.747
124.617,69.087,43.644,0.7475
124.929,69.267,43.747,0.748
125.097,69.463,43.847,0.7485
125.182,69.682,43.986,0.749
125.225,69.781,44.384,0.7495
125.38,69.841,44.706,0.75
125.844,70.136,44.749,0.7505
125.92,70.227,44.879,0.751
126.384,70.349,44.907,0.7515
126.694,70.388,44.964,0.752
126.746,70.388,44.982,0.7525
127.253,70.904,45.058,0.753
127.374,71.01,45.23,0.7535
127.414,71.254,45.235,0.754
127.518,71.284,45.338,0.7545
128.167,71.523,45.428,0.755
128.412,71.525,45.459,0.7555
128.641,71.619,45.463,0.756
128.838,72.261,45.71,0.7565
129.039,72.305,45.809,0.757
129.271,72.56,45.813,0.7575
129.496,72.677,45.984,0.758
129.676,72.721,46.395,0.7585
129.703,72.765,46.448,0.759
129.805,72.875,46.745,0.7595
129.806,72.955,46.799,0.76
129.899,73.383,46.852,0.7605
129.997,73.433,46.888,0.761
130.022,73.445,46.891,0.7615
130.323,73.846,47.067,0.762
130.474,73.993,47.223,0.7625
131.0,74.282,47.267,0.763
131.179,74.362,47.267,0.7635
131.187,74.583,47.278,0.764
131.474,74.744,47.295,0.7645
131.74,74.829,47.461,0.765
131.809,75.004,47.511,0.7655
132.725,75.299,47.558,0.766
133.803,75.379,47.604,0.7665
133.813,75.479,47.701,0.767
134.188,75.528,47.812,0.7675
134.367,75.643,47.917,0.768
134.615,75.962,47.938,0.7685
134.851,76.478,48.059,0.769
135.492,76.557,48.187,0.7695
135.539,76.622,48.251,0.77
135.769,76.638,48.502,0.7705
135.85,76.647,48.539,0.771
135.926,76.83,48.678,0.7715
136.155,76.886,48.726,0.772
136.318,77.04,48.797,0.7725
136.717,77.285,48.816,0.773
137.062,77.427,48.882,0.7735
137.442,77.62,48.914,0.774
138.642,77.834,49.077,0.7745
138.761,78.126,49.151,0.775
138.886,78.52,49.167,0.7755
139.131,78.604,49.311,0.776
139.239,78.738,49.357,0.7765
139.716,78.777,49.362,0.777
139.919,78.796,49.381,0.7775
140.103,78.899,49.517,0.778
140.434,79.082,49.619,0.7785
140.789,79.186,49.748,0.779
140.814,79.28,49.754,0.7795
140.879,79.368,49.949,0.78
141.002,79.426,50.232,0.7805
141.02,79.66,50.25,0.781
141.05,79.746,50.342,0.7815
141.234,79.878,50.358,0.782
141.333,79.959,50.548,0.7825
141.729,79.991,51.047,0.783
141.865,80.538,51.07,0.7835
142.47,80.546,51.11,0.784
142.576,80.709,51.15,0.7845
142.803,80.822,51.221,0.785
143.264,81.163,51.348,0.7855
143.32,81.31,51.604,0.786
143.824,81.505,51.605,0.7865
143.913,82.353,51.658,0.787
144.206,82.501,51.668,0.7875
145.113,82.813,51.786,0.788
145.155,82.944,52.099,0.7885
145.423,83.335,52.487,0.789
145.44,83.533,52.782,0.7895
145.637,83.843,52.891,0.79
146.074,83.886,52.922,0.7905
146.28,84.34,52.978,0.791
146.406,84.481,53.173,0.7915
146.653,84.514,53.435,0.792
146.879,84.602,53.61,0.7925
146.998,85.095,53.628,0.793
147.123,85.301,53.683,0.7935
147.145,85.302,53.713,0.794
147.304,85.478,53.734,0.7945
147.641,85.667,53.741,0.795
147.882,85.988,53.758,0.7955
147.903,86.058,53.8,0.796
148.083,86.193,53.849,0.7965
148.482,86.26,53.864,0.797
148.547,87.133,53.884,0.7975
148.871,87.256,53.923,0.798
148.966,87.463,53.939,0.7985
149.026,87.521,54.015,0.799
149.139,87.55,54.218,0.7995
149.215,87.604,54.821,0.8
149.414,87.995,55.006,0.8005
149.699,88.07,55.122,0.801
149.7,88.286,55.281,0.8015
149.739,88.69,55.459,0.802
150.35,88.732,55.664,0.8025
150.587,89.107,55.85,0.803
150.59,89.405,56.029,0.8035
150.767,89.425,56.442,0.804
151.331,89.89,57.198,0.8045
152.584,90.142,57.304,0.805
152.721,90.743,57.466,0.8055
152.764,90.965,57.612,0.806
153.285,91.079,57.657,0.8065
153.753,91.145,57.737,0.807
154.719,91.483,57.746,0.8075
154.994,91.686,57.77,0.808
155.023,91.92,57.808,0.8085
155.098,92.119,57.819,0.809
155.943,92.164,57.83,0.8095
157.168,92.296,57.891,0.81
157.524,92.629,57.972,0.8105
157.718,92.892,58.334,0.811
158.25,92.905,58.492,0.8115
159.101,93.009,58.541,0.812
160.023,93.423,58.858,0.8125
160.039,93.914,59.132,0.813
160.069,93.998,59.167,0.8135
160.409,94.506,59.205,0.814
161.029,94.913,59.355,0.8145
161.336,95.106,59.387,0.815
161.353,95.115,59.86,0.8155
161.596,95.207,60.102,0.816
162.154,95.218,60.105,0.8165
162.949,95.293,60.337,0.817
163.084,95.392,60.354,0.8175
163.657,95.605,60.487,0.818
164.167,95.994,60.509,0.8185
164.358,97.025,60.513,0.819
164.81,97.392,60.81,0.8195
164.896,98.476,60.828,0.82
164.975,98.55,60.965,0.8205
165.744,98.696,60.98,0.821
165.929,98.936,61.13,0.8215
166.201,99.124,61.143,0.822
166.366,99.546,61.734,0.8225
166.377,99.859,61.806,0.823
167.527,99.963,61.977,0.8235
167.599,99.999,62.071,0.824
168.159,100.862,62.636,0.8245
168.328,100.907,62.992,0.825
168.336,100.983,63.087,0.8255
168.391,101.066,63.405,0.826
168.512,101.379,63.459,0.8265
168.699,101.9,63.853,0.827
168.718,102.917,63.949,0.8275
170.715,103.083,63.97,0.828
170.866,103.292,64.116,0.8285
171.436,103.366,64.156,0.829
171.836,103.541,64.331,0.8295
172.978,103.851,64.498,0.83
173.127,103.985,64.53,0.8305
173.863,104.761,64.603,0.831
174.092,104.998,64.682,0.8315
174.267,106.034,64.771,0.832
174.27,106.199,64.795,0.8325
174.419,106.297,64.831,0.833
174.632,106.31,64.931,0.8335
174.924,106.615,65.171,0.834
175.885,107.084,65.417,0.8345
175.906,107.473,65.428,0.835
176.158,107.666,65.764,0.8355
176.218,107.759,65.785,0.836
176.252,108.327,66.145,0.8365
176.503,108.764,66.147,0.837
176.547,108.797,66.351,0.8375
178.183,108.928,66.842,0.838
178.419,109.21,66.962,0.8385
178.619,109.378,67.042,0.839
178.821,109.45,67.231,0.8395
178.865,109.46,67.293,0.84
179.014,110.234,68.432,0.8405
179.044,110.42,68.756,0.841
179.297,111.129,69.021,0.8415
179.499,111.271,69.309,0.842
179.887,111.361,70.045,0.8425
180.132,111.529,70.144,0.843
180.195,111.677,70.259,0.8435
180.35,112.135,70.313,0.844
180.564,112.523,70.419,0.8445
180.645,112.641,70.79,0.845
180.731,112.643,70.803,0.8455
182.047,112.951,70.927,0.846
