Rank1,Rank2,Rank3,Percentage
1.063,0.919,0.922,0.20825
1.067,0.919,0.924,0.2085
1.07,0.922,0.927,0.20875
1.074,0.929,0.928,0.209
1.081,0.93,0.931,0.20925
1.093,0.93,0.932,0.2095
1.103,0.934,0.935,0.20975
1.115,0.934,0.939,0.21
1.116,0.943,0.941,0.21025
1.116,0.945,0.947,0.2105
1.117,0.946,0.947,0.21075
1.119,0.949,0.956,0.211
1.122,0.95,0.959,0.21125
1.131,0.952,0.96,0.2115
1.133,0.952,0.96,0.21175
1.133,0.954,0.96,0.212
1.133,0.956,0.96,0.21225
1.134,0.957,0.963,0.2125
1.136,0.961,0.968,0.21275
1.136,0.961,0.968,0.213
1.138,0.963,0.97,0.21325
1.14,0.964,0.97,0.2135
1.145,0.965,0.971,0.21375
1.147,0.97,0.972,0.214
1.149,0.971,0.974,0.21425
1.153,0.971,0.975,0.2145
1.155,0.974,0.976,0.21475
1.16,0.978,0.976,0.215
1.167,0.978,0.978,0.21525
1.17,0.981,0.978,0.2155
1.173,0.982,0.978,0.21575
1.181,0.984,0.978,0.216
1.181,0.984,0.982,0.21625
1.182,0.985,0.984,0.2165
1.183,0.987,0.985,0.21675
1.184,0.996,0.986,0.217
1.187,0.996,0.989,0.21725
1.197,0.999,0.989,0.2175
1.201,1.0,0.99,0.21775
1.204,1.0,0.991,0.218
1.205,1.014,0.992,0.21825
1.209,1.014,0.993,0.2185
1.211,1.018,0.997,0.21875
1.213,1.019,1.003,0.219
1.218,1.019,1.004,0.21925
1.22,1.022,1.005,0.2195
1.223,1.023,1.005,0.21975
1.226,1.023,1.007,0.22
1.227,1.024,1.008,0.22025
1.228,1.027,1.01,0.2205
1.23,1.031,1.012,0.22075
1.23,1.031,1.013,0.221
1.231,1.033,1.014,0.22125
1.233,1.033,1.016,0.2215
1.239,1.035,1.016,0.22175
1.239,1.037,1.016,0.222
1.24,1.039,1.018,0.22225
1.241,1.044,1.019,0.2225
1.251,1.047,1.027,0.22275
1.276,1.051,1.028,0.223
1.276,1.057,1.028,0.22325
1.278,1.059,1.038,0.2235
1.284,1.06,1.042,0.22375
1.287,1.062,1.042,0.224
1.291,1.069,1.044,0.22425
1.293,1.074,1.047,0.2245
1.299,1.08,1.048,0.22475
1.305,1.081,1.052,0.225
1.322,1.081,1.054,0.22525
1.322,1.087,1.054,0.2255
1.324,1.087,1.054,0.22575
1.324,1.088,1.055,0.226
1.325,1.097,1.055,0.22625
1.333,1.098,1.058,0.2265
1.333,1.101,1.063,0.22675
1.334,1.102,1.064,0.227
1.337,1.105,1.065,0.22725
1.338,1.106,1.067,0.2275
1.344,1.108,1.069,0.22775
1.348,1.11,1.076,0.228
1.348,1.11,1.076,0.22825
1.352,1.117,1.077,0.2285
1.353,1.117,1.079,0.22875
1.354,1.119,1.087,0.229
1.355,1.12,1.088,0.22925
1.358,1.121,1.088,0.2295
1.363,1.125,1.091,0.22975
1.366,1.127,1.093,0.23
1.368,1.134,1.094,0.23025
1.371,1.136,1.094,0.2305
1.374,1.136,1.094,0.23075
1.374,1.137,1.095,0.231
1.38,1.137,1.1,0.23125
1.38,1.137,1.103,0.2315
1.382,1.139,1.106,0.23175
1.384,1.139,1.108,0.232
1.388,1.143,1.11,0.23225
1.39,1.148,1.111,0.2325
1.39,1.148,1.111,0.23275
1.402,1.149,1.111,0.233
1.403,1.152,1.113,0.23325
1.421,1.156,1.116,0.2335
1.424,1.157,1.119,0.23375
1.424,1.158,1.121,0.234
1.434,1.161,1.122,0.23425
1.438,1.161,1.122,0.2345
1.442,1.161,1.124,0.23475
1.442,1.161,1.124,0.235
1.443,1.169,1.126,0.23525
1.443,1.169,1.127,0.2355
1.45,1.173,1.127,0.23575
1.455,1.18,1.129,0.236
1.456,1.184,1.13,0.23625
1.463,1.185,1.131,0.2365
1.464,1.185,1.133,0.23675
1.467,1.185,1.133,0.237
1.481,1.19,1.14,0.23725
1.482,1.19,1.14,0.2375
1.49,1.193,1.142,0.23775
1.492,1.193,1.15,0.238
1.494,1.194,1.151,0.23825
1.5,1.194,1.154,0.2385
1.503,1.201,1.16,0.23875
1.506,1.203,1.161,0.239
1.506,1.211,1.174,0.23925
1.509,1.213,1.175,0.2395
1.521,1.215,1.176,0.23975
1.525,1.219,1.179,0.24
1.532,1.225,1.182,0.24025
1.537,1.228,1.185,0.2405
1.543,1.229,1.191,0.24075
1.544,1.232,1.193,0.241
1.55,1.242,1.194,0.24125
1.554,1.242,1.195,0.2415
1.56,1.248,1.197,0.24175
1.56,1.249,1.198,0.242
1.561,1.253,1.203,0.24225
1.563,1.254,1.204,0.2425
1.564,1.255,1.204,0.24275
1.564,1.256,1.204,0.243
1.566,1.257,1.207,0.24325
1.567,1.258,1.209,0.2435
1.572,1.265,1.21,0.24375
1.574,1.267,1.215,0.244
1.576,1.275,1.217,0.24425
1.582,1.275,1.217,0.2445
1.588,1.275,1.218,0.24475
1.597,1.277,1.219,0.245
1.597,1.281,1.222,0.24525
1.606,1.282,1.222,0.2455
1.611,1.282,1.222,0.24575
1.612,1.293,1.223,0.246
1.613,1.293,1.223,0.24625
1.618,1.295,1.224,0.2465
1.627,1.302,1.224,0.24675
1.63,1.302,1.226,0.247
1.631,1.303,1.226,0.24725
1.635,1.304,1.226,0.2475
1.636,1.305,1.232,0.24775
1.642,1.307,1.235,0.248
1.645,1.311,1.235,0.24825
1.648,1.311,1.242,0.2485
1.65,1.311,1.244,0.24875
1.65,1.313,1.246,0.249
1.653,1.324,1.249,0.24925
1.656,1.325,1.25,0.2495
1.66,1.326,1.251,0.24975
1.665,1.326,1.26,0.25
1.665,1.326,1.263,0.25025
1.667,1.329,1.273,0.2505
1.673,1.332,1.274,0.25075
1.677,1.334,1.274,0.251
1.683,1.335,1.28,0.25125
1.684,1.335,1.282,0.2515
1.684,1.338,1.282,0.25175
1.688,1.341,1.283,0.252
1.692,1.342,1.283,0.25225
1.693,1.345,1.284,0.2525
1.693,1.348,1.29,0.25275
1.694,1.35,1.29,0.253
1.695,1.351,1.291,0.25325
1.698,1.352,1.292,0.2535
1.704,1.362,1.293,0.25375
1.705,1.365,1.296,0.254
1.706,1.368,1.299,0.25425
1.707,1.371,1.302,0.2545
1.707,1.373,1.304,0.25475
1.708,1.374,1.305,0.255
1.71,1.375,1.306,0.25525
1.71,1.38,1.308,0.2555
1.718,1.4,1.308,0.25575
1.72,1.4,1.311,0.256
1.722,1.403,1.311,0.25625
1.727,1.409,1.313,0.2565
1.732,1.411,1.313,0.25675
1.737,1.419,1.314,0.257
1.744,1.419,1.316,0.25725
1.747,1.423,1.318,0.2575
1.747,1.425,1.326,0.25775
1.759,1.425,1.326,0.258
1.763,1.427,1.328,0.25825
1.765,1.431,1.331,0.2585
1.769,1.432,1.332,0.25875
1.771,1.434,1.332,0.259
1.787,1.436,1.333,0.25925
1.789,1.44,1.337,0.2595
1.791,1.445,1.341,0.25975
1.791,1.449,1.345,0.26
1.793,1.453,1.347,0.26025
1.794,1.454,1.348,0.2605
1.811,1.456,1.353,0.26075
1.812,1.457,1.357,0.261
1.816,1.459,1.359,0.26125
1.829,1.46,1.36,0.2615
1.833,1.466,1.36,0.26175
1.834,1.467,1.361,0.262
1.835,1.468,1.363,0.26225
1.853,1.469,1.364,0.2625
1.864,1.477,1.364,0.26275
1.867,1.479,1.365,0.263
1.881,1.48,1.368,0.26325
1.881,1.482,1.37,0.2635
1.884,1.486,1.373,0.26375
1.885,1.49,1.373,0.264
1.895,1.492,1.373,0.26425
1.898,1.493,1.376,0.2645
1.899,1.494,1.378,0.26475
1.903,1.496,1.382,0.265
1.906,1.499,1.386,0.26525
1.91,1.501,1.389,0.2655
1.91,1.503,1.394,0.26575
1.911,1.507,1.395,0.266
1.919,1.512,1.395,0.26625
1.924,1.514,1.399,0.2665
1.925,1.526,1.407,0.26675
1.926,1.53,1.409,0.267
1.926,1.531,1.41,0.26725
1.938,1.531,1.412,0.2675
1.939,1.538,1.412,0.26775
1.941,1.542,1.412,0.268
1.942,1.549,1.412,0.26825
1.944,1.551,1.413,0.2685
1.952,1.553,1.413,0.26875
1.971,1.555,1.418,0.269
1.972,1.555,1.423,0.26925
1.972,1.562,1.426,0.2695
1.982,1.563,1.429,0.26975
1.984,1.564,1.429,0.27
1.991,1.565,1.429,0.27025
1.991,1.572,1.431,0.2705
1.998,1.577,1.432,0.27075
2.012,1.577,1.436,0.271
2.017,1.579,1.437,0.27125
2.021,1.58,1.44,0.2715
2.027,1.581,1.454,0.27175
2.034,1.582,1.456,0.272
2.056,1.591,1.459,0.27225
2.059,1.592,1.46,0.2725
2.062,1.592,1.464,0.27275
2.064,1.601,1.465,0.273
2.068,1.603,1.467,0.27325
2.072,1.603,1.468,0.2735
2.075,1.604,1.468,0.27375
2.083,1.608,1.472,0.274
2.084,1.61,1.472,0.27425
2.085,1.613,1.472,0.2745
2.087,1.62,1.474,0.27475
2.087,1.622,1.475,0.275
2.091,1.623,1.475,0.27525
2.094,1.624,1.478,0.2755
2.095,1.624,1.482,0.27575
2.096,1.63,1.482,0.276
2.098,1.636,1.483,0.27625
2.098,1.643,1.486,0.2765
2.105,1.649,1.488,0.27675
2.108,1.653,1.49,0.277
2.11,1.654,1.49,0.27725
2.117,1.654,1.491,0.2775
2.12,1.655,1.493,0.27775
2.126,1.662,1.493,0.278
2.128,1.666,1.494,0.27825
2.132,1.667,1.499,0.2785
2.14,1.669,1.501,0.27875
2.151,1.672,1.502,0.279
2.153,1.674,1.505,0.27925
2.156,1.674,1.506,0.2795
2.16,1.676,1.512,0.27975
2.163,1.683,1.516,0.28
2.17,1.683,1.519,0.28025
2.17,1.686,1.519,0.2805
2.178,1.692,1.521,0.28075
2.178,1.701,1.523,0.281
2.185,1.71,1.526,0.28125
2.187,1.716,1.528,0.2815
2.189,1.716,1.533,0.28175
2.192,1.724,1.536,0.282
2.2,1.725,1.537,0.28225
2.21,1.727,1.539,0.2825
2.225,1.73,1.539,0.28275
2.228,1.731,1.549,0.283
2.236,1.737,1.55,0.28325
2.239,1.738,1.552,0.2835
2.249,1.742,1.552,0.28375
2.249,1.744,1.558,0.284
2.27,1.744,1.559,0.28425
2.27,1.745,1.559,0.2845
2.27,1.746,1.564,0.28475
2.271,1.749,1.565,0.285
2.275,1.749,1.565,0.28525
2.286,1.75,1.566,0.2855
2.291,1.751,1.57,0.28575
2.301,1.751,1.57,0.286
2.31,1.753,1.571,0.28625
2.314,1.758,1.577,0.2865
2.316,1.769,1.578,0.28675
2.322,1.771,1.579,0.287
2.332,1.781,1.579,0.28725
2.344,1.785,1.581,0.2875
2.351,1.786,1.588,0.28775
2.361,1.787,1.588,0.288
2.377,1.794,1.59,0.28825
2.378,1.795,1.594,0.2885
2.379,1.795,1.602,0.28875
2.383,1.804,1.607,0.289
2.395,1.807,1.607,0.28925
2.406,1.812,1.607,0.2895
2.408,1.812,1.608,0.28975
2.411,1.816,1.609,0.29
2.419,1.817,1.61,0.29025
2.419,1.822,1.611,0.2905
2.423,1.822,1.611,0.29075
2.433,1.824,1.617,0.291
2.435,1.826,1.622,0.29125
2.439,1.826,1.625,0.2915
2.44,1.826,1.628,0.29175
2.443,1.833,1.628,0.292
2.447,1.835,1.63,0.29225
2.447,1.846,1.632,0.2925
2.456,1.847,1.633,0.29275
2.459,1.856,1.633,0.293
2.46,1.856,1.635,0.29325
2.469,1.859,1.638,0.2935
2.479,1.866,1.638,0.29375
2.494,1.866,1.64,0.294
2.5,1.867,1.641,0.29425
2.504,1.869,1.643,0.2945
2.505,1.869,1.644,0.29475
2.509,1.869,1.648,0.295
2.523,1.87,1.649,0.29525
2.533,1.872,1.651,0.2955
2.541,1.873,1.652,0.29575
2.543,1.874,1.654,0.296
2.549,1.874,1.656,0.29625
2.55,1.876,1.663,0.2965
2.558,1.876,1.665,0.29675
2.562,1.877,1.668,0.297
2.565,1.878,1.672,0.29725
2.565,1.878,1.672,0.2975
2.573,1.883,1.674,0.29775
2.577,1.886,1.675,0.298
2.578,1.887,1.68,0.29825
2.584,1.887,1.681,0.2985
2.589,1.888,1.682,0.29875
2.589,1.891,1.682,0.299
2.591,1.906,1.682,0.29925
2.597,1.907,1.683,0.2995
2.597,1.909,1.684,0.29975
2.606,1.91,1.69,0.3
2.619,1.913,1.701,0.30025
2.629,1.913,1.709,0.3005
2.629,1.913,1.709,0.30075
2.664,1.916,1.712,0.301
2.666,1.92,1.713,0.30125
2.67,1.92,1.714,0.3015
2.67,1.923,1.719,0.30175
2.678,1.928,1.719,0.302
2.678,1.934,1.722,0.30225
2.681,1.939,1.722,0.3025
2.738,1.942,1.722,0.30275
2.741,1.952,1.724,0.303
2.757,1.952,1.726,0.30325
2.774,1.952,1.735,0.3035
2.777,1.954,1.736,0.30375
2.777,1.959,1.743,0.304
2.78,1.96,1.752,0.30425
2.791,1.96,1.753,0.3045
2.8,1.965,1.76,0.30475
2.806,1.972,1.766,0.305
2.811,1.972,1.772,0.30525
2.812,1.973,1.772,0.3055
2.814,1.974,1.772,0.30575
2.816,1.976,1.775,0.306
2.818,1.977,1.776,0.30625
2.834,1.978,1.78,0.3065
2.838,1.979,1.78,0.30675
2.842,1.979,1.784,0.307
2.87,1.982,1.785,0.30725
2.893,1.985,1.785,0.3075
2.903,1.987,1.791,0.30775
2.909,1.988,1.793,0.308
2.913,1.988,1.801,0.30825
2.917,1.992,1.801,0.3085
2.923,1.993,1.803,0.30875
2.924,1.995,1.804,0.309
2.93,1.997,1.805,0.30925
2.935,2.001,1.807,0.3095
2.94,2.004,1.808,0.30975
2.962,2.01,1.808,0.31
2.962,2.011,1.811,0.31025
2.966,2.017,1.811,0.3105
2.967,2.02,1.812,0.31075
2.971,2.02,1.816,0.311
2.98,2.023,1.821,0.31125
2.98,2.03,1.822,0.3115
2.989,2.037,1.823,0.31175
2.992,2.05,1.823,0.312
2.999,2.051,1.826,0.31225
3.006,2.051,1.826,0.3125
3.006,2.055,1.827,0.31275
3.028,2.055,1.829,0.313
3.035,2.057,1.83,0.31325
3.043,2.058,1.831,0.3135
3.044,2.063,1.837,0.31375
3.044,2.08,1.84,0.314
3.056,2.081,1.844,0.31425
3.058,2.082,1.844,0.3145
3.058,2.094,1.846,0.31475
3.065,2.094,1.846,0.315
3.069,2.098,1.847,0.31525
3.084,2.103,1.848,0.3155
3.089,2.103,1.851,0.31575
3.091,2.105,1.856,0.316
3.093,2.109,1.857,0.31625
3.094,2.11,1.857,0.3165
3.097,2.116,1.858,0.31675
3.104,2.12,1.86,0.317
3.107,2.12,1.86,0.31725
3.117,2.123,1.863,0.3175
3.122,2.124,1.865,0.31775
3.129,2.129,1.866,0.318
3.135,2.135,1.867,0.31825
3.136,2.135,1.867,0.3185
3.14,2.141,1.87,0.31875
3.149,2.142,1.872,0.319
3.161,2.148,1.872,0.31925
3.162,2.149,1.872,0.3195
3.171,2.149,1.874,0.31975
3.171,2.151,1.874,0.32
3.171,2.153,1.877,0.32025
3.173,2.154,1.88,0.3205
3.176,2.156,1.882,0.32075
3.178,2.162,1.885,0.321
3.181,2.174,1.885,0.32125
3.183,2.175,1.892,0.3215
3.186,2.178,1.894,0.32175
3.194,2.181,1.895,0.322
3.198,2.186,1.898,0.32225
3.224,2.189,1.901,0.3225
3.243,2.19,1.904,0.32275
3.247,2.195,1.917,0.323
3.257,2.2,1.92,0.32325
3.274,2.21,1.922,0.3235
3.284,2.215,1.922,0.32375
3.291,2.22,1.922,0.324
3.298,2.225,1.924,0.32425
3.304,2.226,1.924,0.3245
3.308,2.231,1.924,0.32475
3.315,2.239,1.924,0.325
3.316,2.247,1.926,0.32525
3.317,2.248,1.937,0.3255
3.324,2.251,1.94,0.32575
3.326,2.254,1.95,0.326
3.331,2.255,1.95,0.32625
3.333,2.258,1.951,0.3265
3.343,2.261,1.954,0.32675
3.352,2.264,1.955,0.327
3.354,2.269,1.955,0.32725
3.355,2.269,1.956,0.3275
3.369,2.273,1.963,0.32775
3.37,2.277,1.963,0.328
3.375,2.281,1.967,0.32825
3.38,2.283,1.969,0.3285
3.386,2.285,1.975,0.32875
3.391,2.292,1.976,0.329
3.44,2.293,1.977,0.32925
3.447,2.296,1.977,0.3295
3.461,2.302,1.978,0.32975
3.464,2.303,1.98,0.33
3.47,2.304,1.983,0.33025
3.482,2.31,1.989,0.3305
3.487,2.316,1.99,0.33075
3.494,2.327,1.993,0.331
3.497,2.333,1.996,0.33125
3.503,2.334,1.997,0.3315
3.503,2.335,2.001,0.33175
3.504,2.339,2.006,0.332
3.509,2.341,2.014,0.33225
3.513,2.347,2.014,0.3325
3.524,2.347,2.014,0.33275
3.539,2.348,2.019,0.333
3.556,2.348,2.02,0.33325
3.557,2.352,2.021,0.3335
3.566,2.353,2.023,0.33375
3.571,2.353,2.024,0.334
3.584,2.369,2.025,0.33425
3.588,2.37,2.026,0.3345
3.588,2.372,2.04,0.33475
3.589,2.373,2.04,0.335
3.595,2.374,2.042,0.33525
3.609,2.376,2.044,0.3355
3.619,2.38,2.048,0.33575
3.619,2.381,2.052,0.336
3.622,2.387,2.057,0.33625
3.65,2.392,2.057,0.3365
3.655,2.393,2.058,0.33675
3.658,2.393,2.064,0.337
3.662,2.401,2.065,0.33725
3.679,2.403,2.066,0.3375
3.685,2.406,2.067,0.33775
3.689,2.409,2.069,0.338
3.711,2.411,2.07,0.33825
3.712,2.412,2.073,0.3385
3.713,2.413,2.08,0.33875
3.714,2.419,2.088,0.339
3.743,2.42,2.093,0.33925
3.751,2.421,2.099,0.3395
3.757,2.423,2.101,0.33975
3.758,2.425,2.101,0.34
3.765,2.426,2.105,0.34025
3.776,2.428,2.107,0.3405
3.788,2.428,2.115,0.34075
3.789,2.435,2.116,0.341
3.79,2.446,2.118,0.34125
3.803,2.448,2.122,0.3415
3.806,2.452,2.123,0.34175
3.806,2.458,2.127,0.342
3.811,2.461,2.128,0.34225
3.82,2.467,2.129,0.3425
3.833,2.468,2.131,0.34275
3.839,2.476,2.132,0.343
3.858,2.478,2.135,0.34325
3.87,2.479,2.136,0.3435
3.874,2.479,2.136,0.34375
3.878,2.48,2.137,0.344
3.885,2.485,2.138,0.34425
3.885,2.486,2.139,0.3445
3.887,2.487,2.14,0.34475
3.903,2.489,2.15,0.345
3.904,2.489,2.152,0.34525
3.908,2.493,2.158,0.3455
3.911,2.5,2.159,0.34575
3.925,2.504,2.173,0.346
3.96,2.505,2.177,0.34625
3.96,2.515,2.18,0.3465
3.964,2.517,2.183,0.34675
3.974,2.52,2.188,0.347
3.984,2.52,2.19,0.34725
3.989,2.525,2.204,0.3475
3.991,2.525,2.205,0.34775
4.017,2.529,2.205,0.348
4.027,2.531,2.208,0.34825
4.034,2.531,2.224,0.3485
4.041,2.544,2.225,0.34875
4.047,2.548,2.227,0.349
4.05,2.554,2.232,0.34925
4.066,2.557,2.234,0.3495
4.088,2.56,2.234,0.34975
4.089,2.563,2.235,0.35
4.095,2.563,2.236,0.35025
4.104,2.567,2.236,0.3505
4.114,2.574,2.238,0.35075
4.131,2.576,2.239,0.351
4.131,2.59,2.245,0.35125
4.15,2.595,2.245,0.3515
4.159,2.596,2.245,0.35175
4.162,2.601,2.25,0.352
4.164,2.602,2.254,0.35225
4.192,2.602,2.26,0.3525
4.199,2.605,2.261,0.35275
4.225,2.605,2.265,0.353
4.256,2.61,2.276,0.35325
4.259,2.612,2.286,0.3535
4.272,2.62,2.288,0.35375
4.272,2.624,2.288,0.354
4.272,2.637,2.29,0.35425
4.275,2.639,2.291,0.3545
4.303,2.642,2.297,0.35475
4.318,2.649,2.299,0.355
4.318,2.651,2.303,0.35525
4.32,2.654,2.323,0.3555
4.333,2.657,2.325,0.35575
4.337,2.659,2.336,0.356
4.352,2.663,2.345,0.35625
4.368,2.663,2.35,0.3565
4.39,2.669,2.352,0.35675
4.394,2.673,2.353,0.357
4.405,2.692,2.358,0.35725
4.406,2.692,2.371,0.3575
4.406,2.693,2.372,0.35775
4.408,2.694,2.381,0.358
4.423,2.712,2.388,0.35825
4.427,2.715,2.393,0.3585
4.449,2.723,2.397,0.35875
4.451,2.729,2.403,0.359
4.452,2.738,2.407,0.35925
4.454,2.742,2.409,0.3595
4.457,2.743,2.416,0.35975
4.461,2.743,2.417,0.36
4.461,2.748,2.418,0.36025
4.473,2.748,2.426,0.3605
4.474,2.752,2.427,0.36075
4.479,2.754,2.427,0.361
4.484,2.756,2.434,0.36125
4.489,2.759,2.435,0.3615
4.495,2.777,2.438,0.36175
4.506,2.779,2.448,0.362
4.515,2.782,2.45,0.36225
4.524,2.789,2.462,0.3625
4.529,2.79,2.464,0.36275
4.546,2.792,2.469,0.363
4.547,2.794,2.472,0.36325
4.56,2.797,2.479,0.3635
4.581,2.797,2.482,0.36375
4.6,2.805,2.489,0.364
4.608,2.823,2.491,0.36425
4.619,2.823,2.495,0.3645
4.625,2.824,2.508,0.36475
4.628,2.824,2.509,0.365
4.633,2.829,2.512,0.36525
4.634,2.83,2.513,0.3655
4.639,2.836,2.514,0.36575
4.648,2.839,2.514,0.366
4.649,2.848,2.53,0.36625
4.671,2.858,2.538,0.3665
4.679,2.866,2.541,0.36675
4.681,2.866,2.541,0.367
4.709,2.867,2.546,0.36725
4.735,2.869,2.549,0.3675
4.739,2.876,2.557,0.36775
4.751,2.883,2.56,0.368
4.758,2.891,2.56,0.36825
4.763,2.892,2.56,0.3685
4.77,2.892,2.564,0.36875
4.777,2.903,2.567,0.369
4.783,2.907,2.568,0.36925
4.792,2.909,2.569,0.3695
4.795,2.909,2.571,0.36975
4.798,2.91,2.574,0.37
4.805,2.911,2.577,0.37025
4.807,2.914,2.592,0.3705
4.81,2.93,2.593,0.37075
4.815,2.933,2.594,0.371
4.815,2.937,2.596,0.37125
4.816,2.941,2.604,0.3715
4.831,2.947,2.607,0.37175
4.849,2.948,2.621,0.372
4.855,2.961,2.624,0.37225
4.861,2.963,2.625,0.3725
4.877,2.966,2.63,0.37275
4.888,2.974,2.637,0.373
4.905,2.977,2.64,0.37325
4.916,2.977,2.641,0.3735
4.921,2.981,2.641,0.37375
4.922,2.983,2.642,0.374
4.929,2.986,2.646,0.37425
4.937,2.991,2.647,0.3745
4.941,3.015,2.659,0.37475
4.943,3.021,2.668,0.375
4.955,3.023,2.675,0.37525
4.959,3.026,2.687,0.3755
4.962,3.029,2.687,0.37575
4.963,3.036,2.695,0.376
4.964,3.037,2.701,0.37625
4.978,3.039,2.707,0.3765
4.979,3.039,2.708,0.37675
4.985,3.06,2.719,0.377
4.992,3.063,2.73,0.37725
5.008,3.071,2.73,0.3775
5.008,3.074,2.75,0.37775
5.018,3.076,2.751,0.378
5.023,3.078,2.755,0.37825
5.062,3.078,2.759,0.3785
5.065,3.08,2.762,0.37875
5.078,3.09,2.771,0.379
5.08,3.099,2.771,0.37925
5.081,3.103,2.772,0.3795
5.086,3.104,2.774,0.37975
5.087,3.13,2.784,0.38
5.109,3.134,2.799,0.38025
5.113,3.137,2.809,0.3805
5.132,3.141,2.815,0.38075
5.134,3.143,2.817,0.381
5.148,3.145,2.819,0.38125
5.148,3.146,2.824,0.3815
5.164,3.149,2.824,0.38175
5.167,3.153,2.827,0.382
5.17,3.154,2.835,0.38225
5.173,3.159,2.84,0.3825
5.175,3.164,2.855,0.38275
5.187,3.167,2.863,0.383
5.189,3.167,2.867,0.38325
5.213,3.17,2.871,0.3835
5.213,3.182,2.872,0.38375
5.224,3.187,2.878,0.384
5.259,3.189,2.882,0.38425
5.265,3.198,2.885,0.3845
5.267,3.205,2.886,0.38475
5.281,3.207,2.9,0.385
5.29,3.207,2.901,0.38525
5.298,3.212,2.904,0.3855
5.331,3.213,2.906,0.38575
5.332,3.214,2.913,0.386
5.349,3.216,2.918,0.38625
5.354,3.219,2.924,0.3865
5.355,3.221,2.925,0.38675
5.359,3.225,2.935,0.387
5.359,3.225,2.94,0.38725
5.377,3.229,2.942,0.3875
5.383,3.231,2.961,0.38775
5.391,3.233,2.961,0.388
5.394,3.234,2.968,0.38825
5.407,3.234,2.971,0.3885
5.432,3.235,2.971,0.38875
5.449,3.235,2.973,0.389
5.479,3.236,2.973,0.38925
5.483,3.239,2.975,0.3895
5.491,3.258,2.976,0.38975
5.509,3.261,2.981,0.39
5.516,3.271,2.982,0.39025
5.516,3.274,2.987,0.3905
5.53,3.274,2.988,0.39075
5.533,3.275,2.992,0.391
5.586,3.278,2.992,0.39125
5.594,3.279,2.994,0.3915
5.612,3.283,2.995,0.39175
5.618,3.287,2.996,0.392
5.621,3.287,3.001,0.39225
5.633,3.292,3.003,0.3925
5.639,3.294,3.01,0.39275
5.642,3.295,3.011,0.393
5.659,3.299,3.011,0.39325
5.667,3.302,3.016,0.3935
5.719,3.304,3.021,0.39375
5.724,3.306,3.033,0.394
5.728,3.324,3.039,0.39425
5.756,3.327,3.049,0.3945
5.764,3.34,3.052,0.39475
5.767,3.342,3.058,0.395
5.782,3.35,3.063,0.39525
5.783,3.361,3.065,0.3955
5.786,3.362,3.069,0.39575
5.808,3.381,3.081,0.396
5.817,3.381,3.081,0.39625
5.817,3.385,3.084,0.3965
5.837,3.388,3.087,0.39675
5.838,3.392,3.089,0.397
5.86,3.392,3.09,0.39725
5.867,3.394,3.094,0.3975
5.903,3.396,3.095,0.39775
5.906,3.397,3.097,0.398
5.913,3.403,3.108,0.39825
5.914,3.407,3.109,0.3985
5.925,3.413,3.112,0.39875
5.936,3.417,3.113,0.399
5.938,3.418,3.125,0.39925
5.94,3.421,3.133,0.3995
5.94,3.443,3.139,0.39975
5.971,3.448,3.143,0.4
5.972,3.45,3.146,0.40025
5.987,3.454,3.149,0.4005
5.999,3.457,3.15,0.40075
6.0,3.475,3.153,0.401
6.004,3.477,3.156,0.40125
6.025,3.478,3.159,0.4015
6.029,3.489,3.16,0.40175
6.036,3.493,3.166,0.402
6.037,3.51,3.168,0.40225
6.064,3.514,3.168,0.4025
6.066,3.537,3.169,0.40275
6.071,3.54,3.172,0.403
6.102,3.544,3.188,0.40325
6.12,3.554,3.189,0.4035
6.122,3.573,3.189,0.40375
6.126,3.574,3.194,0.404
6.135,3.586,3.203,0.40425
6.136,3.598,3.206,0.4045
6.146,3.599,3.208,0.40475
6.153,3.603,3.21,0.405
6.168,3.607,3.211,0.40525
6.179,3.609,3.212,0.4055
6.182,3.609,3.217,0.40575
6.189,3.61,3.228,0.406
6.197,3.615,3.232,0.40625
6.206,3.637,3.235,0.4065
6.207,3.637,3.235,0.40675
6.213,3.645,3.235,0.407
6.22,3.648,3.236,0.40725
6.223,3.65,3.241,0.4075
6.231,3.651,3.262,0.40775
6.244,3.658,3.262,0.408
6.251,3.665,3.265,0.40825
6.281,3.669,3.266,0.4085
6.293,3.674,3.271,0.40875
6.294,3.679,3.271,0.409
6.301,3.68,3.273,0.40925
6.302,3.683,3.28,0.4095
6.307,3.703,3.283,0.40975
6.312,3.704,3.291,0.41
6.323,3.707,3.291,0.41025
6.346,3.725,3.292,0.4105
6.35,3.727,3.294,0.41075
6.36,3.734,3.298,0.411
6.368,3.742,3.298,0.41125
6.378,3.746,3.303,0.4115
6.389,3.747,3.304,0.41175
6.39,3.755,3.316,0.412
6.392,3.761,3.317,0.41225
6.401,3.763,3.332,0.4125
6.403,3.773,3.335,0.41275
6.407,3.789,3.339,0.413
6.42,3.792,3.339,0.41325
6.426,3.793,3.343,0.4135
6.461,3.794,3.343,0.41375
6.464,3.798,3.354,0.414
6.465,3.802,3.359,0.41425
6.488,3.803,3.365,0.4145
6.49,3.808,3.368,0.41475
6.509,3.81,3.369,0.415
6.52,3.823,3.373,0.41525
6.525,3.828,3.379,0.4155
6.528,3.829,3.385,0.41575
6.534,3.83,3.394,0.416
6.573,3.837,3.395,0.41625
6.577,3.849,3.402,0.4165
