Rank1,Rank2,Rank3,Rank4,Percentage
226.202,17.847,5.562,3.034,0.697
226.861,17.99,5.575,3.034,0.698
227.601,18.013,5.668,3.037,0.699
227.691,18.08,5.679,3.055,0.7
227.841,18.359,5.685,3.061,0.701
227.941,18.38,5.722,3.092,0.702
228.733,18.42,5.731,3.104,0.703
228.934,18.648,5.738,3.128,0.704
228.965,18.746,5.747,3.153,0.705
229.103,18.765,5.834,3.156,0.706
229.141,18.783,5.838,3.175,0.707
229.573,18.819,5.904,3.187,0.708
229.629,18.993,5.973,3.205,0.709
229.822,19.151,6.006,3.258,0.71
230.43,19.253,6.082,3.289,0.711
230.747,19.285,6.128,3.302,0.712
230.753,19.371,6.18,3.328,0.713
232.28,19.386,6.308,3.331,0.714
232.874,19.659,6.319,3.339,0.715
233.006,20.027,6.356,3.341,0.716
233.364,20.144,6.369,3.345,0.717
233.979,20.246,6.373,3.377,0.718
234.307,20.472,6.373,3.387,0.719
234.346,20.498,6.376,3.406,0.72
234.961,20.726,6.403,3.415,0.721
235.459,20.782,6.407,3.42,0.722
236.447,20.785,6.419,3.424,0.723
236.787,21.356,6.506,3.442,0.724
238.423,21.435,6.605,3.469,0.725
239.012,21.459,6.644,3.473,0.726
239.377,21.508,6.671,3.483,0.727
239.717,21.572,6.686,3.497,0.728
239.908,21.587,6.725,3.515,0.729
240.504,21.861,6.748,3.54,0.73
240.751,21.927,6.75,3.552,0.731
241.434,22.284,6.756,3.557,0.732
241.617,22.316,6.767,3.578,0.733
242.157,22.39,6.774,3.604,0.734
242.585,22.659,6.818,3.614,0.735
242.97,22.763,6.823,3.68,0.736
243.251,22.812,6.832,3.757,0.737
243.255,22.874,6.833,3.758,0.738
243.627,22.889,6.883,3.846,0.739
244.089,23.053,6.936,3.869,0.74
244.193,23.098,6.942,3.876,0.741
245.005,23.157,6.955,3.91,0.742
245.025,23.178,6.993,3.921,0.743
245.15,23.371,7.017,3.935,0.744
245.749,23.599,7.047,3.946,0.745
245.808,23.668,7.083,3.954,0.746
246.182,23.673,7.087,3.97,0.747
246.215,23.804,7.127,4.046,0.748
246.322,23.979,7.179,4.049,0.749
246.541,23.987,7.219,4.056,0.75
247.046,24.073,7.244,4.056,0.751
247.189,24.166,7.292,4.091,0.752
247.335,24.198,7.304,4.145,0.753
247.351,24.205,7.335,4.169,0.754
247.561,24.247,7.347,4.219,0.755
247.642,24.273,7.517,4.236,0.756
248.183,24.274,7.544,4.239,0.757
248.729,24.303,7.612,4.291,0.758
249.881,24.411,7.639,4.299,0.759
250.642,24.565,7.687,4.333,0.76
251.147,24.611,7.695,4.366,0.761
251.595,24.641,7.775,4.373,0.762
252.433,24.891,7.804,4.383,0.763
252.478,25.228,7.828,4.426,0.764
253.089,25.372,7.833,4.427,0.765
253.599,25.703,7.866,4.439,0.766
254.213,25.716,7.923,4.457,0.767
254.331,25.72,8.021,4.498,0.768
255.048,25.791,8.042,4.537,0.769
255.312,25.845,8.083,4.576,0.77
255.564,25.982,8.177,4.579,0.771
255.649,26.131,8.202,4.646,0.772
255.961,26.25,8.24,4.706,0.773
255.979,26.557,8.286,4.721,0.774
256.008,26.65,8.312,4.827,0.775
256.087,26.926,8.318,4.844,0.776
256.427,27.182,8.329,4.878,0.777
256.433,27.511,8.335,4.944,0.778
256.577,27.524,8.406,4.971,0.779
256.945,27.898,8.424,4.983,0.78
257.28,28.145,8.43,4.986,0.781
257.387,28.268,8.447,5.029,0.782
257.835,28.313,8.467,5.06,0.783
258.112,28.369,8.589,5.064,0.784
258.481,28.478,8.647,5.081,0.785
258.601,28.64,8.657,5.133,0.786
258.617,28.737,8.713,5.189,0.787
259.587,28.837,8.759,5.193,0.788
260.192,28.858,8.807,5.196,0.789
260.415,29.115,8.854,5.24,0.79
260.599,29.223,8.866,5.246,0.791
260.743,29.246,8.903,5.284,0.792
261.347,29.299,8.908,5.406,0.793
261.446,29.372,8.952,5.444,0.794
261.877,29.469,9.014,5.525,0.795
262.522,29.485,9.14,5.558,0.796
262.819,29.646,9.164,5.575,0.797
262.898,29.678,9.32,5.642,0.798
263.04,29.771,9.336,5.679,0.799
263.176,29.89,9.381,5.737,0.8
263.541,29.944,9.481,5.822,0.801
263.788,29.983,9.483,5.834,0.802
264.182,30.154,9.546,5.838,0.803
264.324,30.503,9.557,5.854,0.804
264.562,30.548,9.851,5.875,0.805
264.9,30.892,9.903,5.899,0.806
265.547,30.946,9.943,5.924,0.807
265.567,30.993,10.049,5.973,0.808
266.844,31.137,10.067,6.076,0.809
266.997,31.463,10.087,6.18,0.81
267.15,31.464,10.22,6.271,0.811
267.915,31.484,10.222,6.331,0.812
268.095,31.862,10.553,6.369,0.813
268.423,31.874,10.67,6.373,0.814
268.631,32.215,10.703,6.393,0.815
268.846,32.537,10.763,6.417,0.816
269.02,32.651,10.86,6.561,0.817
269.307,32.795,10.968,6.562,0.818
269.597,32.842,10.98,6.585,0.819
269.785,32.89,10.986,6.589,0.82
269.858,32.998,11.074,6.593,0.821
271.261,33.059,11.346,6.644,0.822
271.406,33.173,11.454,6.671,0.823
272.804,33.198,11.503,6.678,0.824
273.297,33.464,11.649,6.716,0.825
273.529,33.468,11.653,6.725,0.826
273.978,34.469,11.653,6.726,0.827
274.656,34.724,11.762,6.737,0.828
275.413,34.856,11.8,6.773,0.829
275.697,35.19,11.839,6.823,0.83
275.916,35.572,11.897,6.918,0.831
275.948,35.709,11.942,6.93,0.832
276.002,35.808,11.948,6.936,0.833
276.415,35.933,12.157,6.993,0.834
276.817,35.96,12.436,7.017,0.835
277.101,36.62,12.608,7.096,0.836
277.155,36.662,12.827,7.116,0.837
277.297,36.839,12.878,7.201,0.838
277.304,36.961,12.903,7.335,0.839
277.66,37.056,13.279,7.355,0.84
278.371,37.118,13.385,7.484,0.841
278.862,37.243,13.453,7.489,0.842
278.939,37.427,13.506,7.544,0.843
279.208,37.434,13.596,7.575,0.844
280.13,37.486,13.645,7.615,0.845
280.166,38.11,13.674,7.639,0.846
280.452,38.19,13.762,7.666,0.847
280.542,38.341,13.872,7.674,0.848
280.62,38.401,13.89,7.733,0.849
280.663,39.189,13.917,7.775,0.85
280.782,39.61,13.93,8.083,0.851
280.882,39.653,13.95,8.166,0.852
281.223,39.717,14.004,8.231,0.853
281.68,40.023,14.377,8.27,0.854
282.302,40.074,14.495,8.286,0.855
282.35,40.616,14.668,8.318,0.856
282.36,40.814,14.673,8.406,0.857
283.121,40.878,14.703,8.447,0.858
284.818,41.096,14.718,8.467,0.859
285.124,41.211,14.732,8.515,0.86
285.353,41.231,14.771,8.549,0.861
285.523,41.427,15.193,8.647,0.862
286.055,41.727,15.277,8.672,0.863
287.446,41.884,15.388,8.744,0.864
287.513,42.243,15.593,8.752,0.865
288.122,42.434,15.864,8.774,0.866
288.593,42.475,15.971,8.971,0.867
288.639,43.091,15.989,9.14,0.868
290.631,43.098,16.578,9.222,0.869
290.76,43.906,16.737,9.32,0.87
292.299,44.102,16.855,9.336,0.871
292.61,44.367,16.949,9.462,0.872
292.703,44.551,17.039,9.481,0.873
292.739,44.933,17.241,9.668,0.874
292.873,45.092,17.477,9.682,0.875
294.219,45.239,17.635,9.903,0.876
294.426,45.782,17.888,10.049,0.877
295.022,46.15,17.974,10.087,0.878
295.14,46.264,17.99,10.22,0.879
295.742,46.633,18.083,10.343,0.88
295.87,47.243,18.11,10.348,0.881
295.884,47.704,18.352,10.61,0.882
297.04,48.483,18.36,10.815,0.883
297.464,48.499,18.365,10.956,0.884
297.61,49.093,18.538,10.98,0.885
298.403,49.831,18.958,10.986,0.886
298.569,49.955,19.038,11.056,0.887
299.046,50.399,19.069,11.345,0.888
300.451,50.763,19.141,11.454,0.889
300.658,51.003,19.261,11.8,0.89
301.038,51.574,19.972,11.987,0.891
301.22,51.603,20.135,12.049,0.892
301.973,52.057,20.176,12.157,0.893
302.348,52.452,20.455,12.196,0.894
302.545,52.978,20.969,12.397,0.895
303.414,53.195,21.027,12.405,0.896
303.852,53.527,21.508,12.582,0.897
304.013,53.925,22.602,12.621,0.898
304.233,54.278,23.078,12.827,0.899
305.725,54.361,23.098,12.903,0.9
306.167,54.483,23.597,13.013,0.901
306.546,54.71,23.678,13.289,0.902
307.085,56.053,23.825,13.645,0.903
307.696,56.295,24.465,13.888,0.904
307.706,56.673,24.778,13.95,0.905
307.796,56.771,25.151,13.977,0.906
308.319,56.901,25.392,14.242,0.907
309.058,57.406,25.779,14.767,0.908
309.3,57.585,26.179,14.948,0.909
309.683,57.884,26.501,15.147,0.91
310.193,58.227,26.584,15.458,0.911
310.34,58.483,26.716,15.535,0.912
310.625,59.67,26.785,15.874,0.913
310.667,60.932,27.149,15.989,0.914
310.67,61.669,27.187,16.234,0.915
310.752,62.086,27.367,16.731,0.916
310.843,62.594,27.469,16.737,0.917
311.044,63.175,27.753,16.855,0.918
312.076,64.306,27.804,16.902,0.919
312.715,64.63,27.981,16.949,0.92
313.25,64.849,28.322,16.949,0.921
313.334,65.519,28.433,17.888,0.922
313.546,66.494,28.512,17.918,0.923
313.874,67.134,28.776,17.967,0.924
315.267,67.161,29.024,17.99,0.925
315.451,67.489,29.233,18.231,0.926
315.529,67.689,29.877,19.069,0.927
315.662,67.894,30.278,19.125,0.928
315.74,68.2,31.299,19.141,0.929
315.795,69.341,31.306,19.493,0.93
316.101,69.461,34.745,19.884,0.931
317.008,69.865,34.88,20.005,0.932
317.474,70.331,35.255,20.782,0.933
317.765,70.728,35.61,20.969,0.934
318.15,73.362,35.709,21.294,0.935
318.153,73.432,35.822,21.508,0.936
318.635,75.661,37.473,21.83,0.937
318.683,75.708,37.486,22.126,0.938
318.699,75.723,37.653,22.602,0.939
319.05,78.412,38.893,23.098,0.94
319.396,79.11,39.7,23.235,0.941
319.529,80.236,39.724,23.678,0.942
319.548,80.718,39.745,24.712,0.943
319.783,81.615,40.608,27.187,0.944
319.922,83.615,41.231,27.641,0.945
320.065,83.904,41.939,28.676,0.946
320.628,84.061,42.809,29.233,0.947
321.21,85.593,43.442,30.278,0.948
321.694,86.835,43.563,31.306,0.949
321.985,89.285,43.8,31.307,0.95
322.204,92.746,43.894,32.069,0.951
322.803,93.183,45.241,35.305,0.952
322.845,94.801,45.446,35.709,0.953
323.229,96.411,45.767,35.822,0.954
323.274,97.622,46.67,36.168,0.955
323.515,101.261,50.327,36.93,0.956
323.535,101.554,50.644,37.473,0.957
324.093,103.922,52.744,37.486,0.958
324.573,104.218,53.238,37.904,0.959
324.949,104.54,54.121,38.455,0.96
324.976,104.637,55.35,39.7,0.961
325.052,104.803,57.585,39.745,0.962
326.116,106.023,57.603,40.389,0.963
326.198,107.212,58.227,41.231,0.964
326.589,107.511,58.689,42.714,0.965
326.622,112.332,59.423,43.442,0.966
326.756,114.77,60.55,43.8,0.967
327.067,114.819,61.907,45.446,0.968
327.412,115.038,63.175,46.864,0.969
327.505,119.7,63.246,50.31,0.97
327.588,124.577,68.25,52.744,0.971
327.83,128.762,69.461,52.774,0.972
328.657,130.737,71.973,53.238,0.973
328.975,131.131,72.785,57.585,0.974
329.285,131.603,73.148,58.227,0.975
329.438,131.889,73.473,58.689,0.976
330.045,132.143,74.063,59.423,0.977
330.183,133.14,74.416,63.175,0.978
330.249,135.054,74.545,66.907,0.979
330.485,136.407,78.412,66.954,0.98
330.857,142.296,85.48,67.018,0.981
331.302,144.303,92.746,68.496,0.982
332.029,150.105,92.77,69.441,0.983
332.128,157.755,93.124,69.461,0.984
332.137,158.47,100.284,72.647,0.985
332.143,165.096,101.921,78.412,0.986
332.25,174.194,103.201,85.244,0.987
332.516,182.159,104.34,85.437,0.988
332.867,184.65,112.332,85.48,0.989
333.134,187.454,113.459,92.746,0.99
333.597,203.575,118.03,98.697,0.991
333.647,206.07,118.734,100.284,0.992
334.159,207.435,130.53,101.921,0.993
334.198,221.18,130.701,111.298,0.994
334.304,251.208,133.16,112.332,0.995
335.157,258.434,155.702,116.009,0.996
335.178,260.77,158.659,118.051,0.997
335.435,278.46,223.318,130.701,0.998
335.459,293.301,240.642,240.642,0.999
335.719,325.59,273.374,273.374,1.0
