Rank1,Rank2,Rank3,Rank4,Percentage
31.632,11.742,3.622,1.447,0.697
31.647,11.809,3.632,1.453,0.698
31.679,11.868,3.663,1.474,0.699
31.817,11.882,3.673,1.477,0.7
31.93,11.882,3.677,1.519,0.701
32.534,11.901,3.694,1.534,0.702
32.58,11.939,3.701,1.561,0.703
32.659,12.018,3.733,1.579,0.704
32.704,12.134,3.81,1.591,0.705
32.754,12.245,3.825,1.598,0.706
32.795,12.37,3.844,1.601,0.707
32.884,12.384,3.855,1.612,0.708
32.992,12.443,3.917,1.624,0.709
33.702,12.663,3.945,1.625,0.71
33.956,12.681,3.966,1.656,0.711
34.097,12.706,4.003,1.677,0.712
34.149,12.772,4.008,1.679,0.713
34.319,12.796,4.033,1.683,0.714
34.325,12.815,4.048,1.704,0.715
34.359,12.869,4.05,1.704,0.716
34.429,13.028,4.098,1.714,0.717
34.431,13.068,4.133,1.721,0.718
34.501,13.093,4.159,1.726,0.719
34.772,13.201,4.296,1.744,0.72
34.956,13.592,4.299,1.762,0.721
35.199,13.627,4.314,1.764,0.722
35.248,13.665,4.378,1.765,0.723
35.478,13.812,4.381,1.784,0.724
35.632,14.101,4.385,1.81,0.725
35.829,14.118,4.386,1.813,0.726
35.831,14.176,4.437,1.826,0.727
36.037,14.559,4.495,1.834,0.728
36.112,14.654,4.51,1.918,0.729
36.193,14.667,4.647,1.96,0.73
36.21,14.696,4.66,1.962,0.731
36.376,14.756,4.701,1.981,0.732
36.984,14.865,4.787,1.997,0.733
37.101,14.866,4.796,2.025,0.734
37.223,14.908,4.829,2.054,0.735
37.279,14.944,4.897,2.062,0.736
37.306,15.003,4.945,2.064,0.737
37.371,15.092,4.996,2.116,0.738
37.417,15.164,5.017,2.123,0.739
37.624,15.205,5.028,2.127,0.74
37.666,15.317,5.062,2.139,0.741
37.713,15.478,5.141,2.174,0.742
38.034,15.575,5.25,2.191,0.743
38.241,15.778,5.264,2.192,0.744
38.618,15.791,5.268,2.233,0.745
38.634,15.816,5.337,2.254,0.746
38.704,15.825,5.338,2.365,0.747
39.024,15.995,5.364,2.398,0.748
39.063,16.021,5.411,2.414,0.749
39.208,16.059,5.485,2.424,0.75
39.273,16.135,5.511,2.436,0.751
39.475,16.389,5.52,2.482,0.752
39.503,16.468,5.621,2.567,0.753
39.607,16.639,5.633,2.607,0.754
39.87,16.661,5.691,2.634,0.755
39.88,17.038,5.775,2.674,0.756
40.138,17.142,5.858,2.701,0.757
40.239,17.18,5.861,2.71,0.758
40.564,17.392,5.865,2.73,0.759
40.666,17.443,5.901,2.731,0.76
40.859,17.511,5.994,2.741,0.761
40.993,17.548,6.045,2.749,0.762
41.045,17.635,6.074,2.797,0.763
41.654,17.698,6.175,2.811,0.764
42.312,17.703,6.21,2.83,0.765
42.45,17.871,6.212,2.835,0.766
42.835,17.993,6.229,2.851,0.767
42.901,18.24,6.233,2.854,0.768
42.918,18.275,6.268,2.857,0.769
43.238,18.289,6.345,2.89,0.77
43.497,18.413,6.392,2.94,0.771
43.545,18.484,6.404,3.006,0.772
43.558,18.69,6.413,3.024,0.773
43.716,18.756,6.478,3.037,0.774
44.116,18.769,6.489,3.044,0.775
44.411,19.267,6.564,3.045,0.776
44.673,19.408,6.617,3.068,0.777
44.722,19.547,6.821,3.081,0.778
44.91,19.639,6.874,3.093,0.779
44.935,19.673,6.897,3.203,0.78
44.966,19.712,6.918,3.238,0.781
45.039,19.721,6.924,3.263,0.782
45.092,19.798,7.007,3.299,0.783
45.701,20.005,7.022,3.319,0.784
45.839,20.153,7.244,3.325,0.785
45.883,20.193,7.289,3.334,0.786
45.981,20.281,7.289,3.339,0.787
46.341,20.288,7.388,3.364,0.788
46.707,20.377,7.422,3.366,0.789
46.887,20.399,7.515,3.366,0.79
46.986,20.412,7.544,3.384,0.791
47.429,20.585,7.679,3.435,0.792
47.544,20.727,7.77,3.466,0.793
47.657,21.227,7.801,3.504,0.794
48.093,21.493,7.888,3.515,0.795
48.266,21.825,7.901,3.537,0.796
49.216,21.831,7.953,3.551,0.797
49.225,22.0,8.223,3.575,0.798
49.377,22.489,8.353,3.578,0.799
49.464,22.509,8.49,3.584,0.8
49.998,22.581,8.52,3.592,0.801
50.181,22.817,8.529,3.598,0.802
50.431,22.827,8.643,3.631,0.803
51.282,23.031,8.684,3.632,0.804
51.895,23.113,8.708,3.636,0.805
52.34,23.203,8.773,3.637,0.806
52.61,23.216,8.798,3.701,0.807
53.147,23.225,8.801,3.763,0.808
53.173,23.354,8.877,3.81,0.809
53.767,23.666,8.89,3.822,0.81
54.08,23.706,8.894,3.85,0.811
54.194,23.74,8.92,3.865,0.812
54.308,24.017,9.063,3.866,0.813
54.646,24.06,9.079,3.868,0.814
54.653,24.16,9.395,4.007,0.815
54.795,24.168,9.533,4.01,0.816
54.864,24.194,9.533,4.048,0.817
55.275,24.252,9.647,4.05,0.818
55.787,24.358,9.662,4.192,0.819
55.869,24.483,9.759,4.314,0.82
56.567,24.568,9.8,4.334,0.821
56.606,24.631,9.905,4.368,0.822
57.19,24.642,9.916,4.495,0.823
58.046,24.652,9.968,4.613,0.824
58.105,24.703,10.0,4.793,0.825
58.352,24.811,10.066,4.829,0.826
58.382,24.908,10.226,4.847,0.827
58.42,25.381,10.282,4.867,0.828
58.927,25.676,10.449,4.925,0.829
58.928,26.078,10.768,4.945,0.83
60.639,26.313,10.795,5.028,0.831
60.725,26.641,11.003,5.083,0.832
60.858,26.843,11.105,5.183,0.833
60.874,27.128,11.278,5.202,0.834
61.117,27.341,11.317,5.277,0.835
61.207,27.396,11.323,5.337,0.836
63.018,27.593,11.329,5.435,0.837
63.032,27.869,11.333,5.485,0.838
63.409,27.93,11.435,5.509,0.839
63.488,27.972,11.473,5.511,0.84
63.845,28.055,11.486,5.57,0.841
64.53,28.407,11.492,5.608,0.842
64.695,28.603,11.616,5.619,0.843
65.012,28.618,11.631,5.692,0.844
65.273,28.685,11.675,5.718,0.845
67.251,28.999,11.71,5.901,0.846
67.704,29.053,11.841,5.938,0.847
68.437,29.227,11.93,5.994,0.848
69.968,29.256,12.613,6.224,0.849
70.175,29.266,12.71,6.233,0.85
70.182,29.359,12.789,6.237,0.851
70.458,29.431,12.805,6.321,0.852
70.599,29.748,12.891,6.322,0.853
70.711,29.756,12.909,6.367,0.854
71.437,30.192,12.923,6.451,0.855
71.69,30.253,13.74,6.473,0.856
71.77,30.344,13.744,6.525,0.857
72.034,30.98,13.825,6.545,0.858
72.08,31.052,13.84,6.703,0.859
72.169,31.079,13.949,6.82,0.86
72.563,31.888,13.985,6.848,0.861
74.468,32.038,14.371,6.875,0.862
75.856,32.106,14.491,6.961,0.863
76.92,32.253,14.496,7.079,0.864
77.169,32.589,14.624,7.224,0.865
77.262,32.71,14.681,7.282,0.866
78.279,32.879,14.688,7.289,0.867
78.513,32.913,14.842,7.293,0.868
79.506,33.012,15.217,7.358,0.869
81.133,33.272,15.378,7.372,0.87
81.362,34.785,15.495,7.388,0.871
81.492,34.879,15.575,7.487,0.872
81.535,34.937,16.167,7.515,0.873
81.838,34.943,16.281,7.535,0.874
81.966,35.111,16.309,7.64,0.875
82.811,35.425,16.311,7.712,0.876
82.933,35.726,16.316,7.739,0.877
83.442,36.05,16.504,7.896,0.878
85.169,36.172,16.557,7.976,0.879
85.507,36.352,16.719,8.005,0.88
86.3,36.377,16.833,8.1,0.881
87.013,36.494,17.007,8.177,0.882
87.239,36.525,17.197,8.223,0.883
87.527,36.614,17.455,8.543,0.884
87.54,36.691,17.964,8.565,0.885
87.574,37.516,18.037,8.628,0.886
88.065,37.613,18.042,8.752,0.887
88.755,38.138,18.179,8.801,0.888
91.471,39.408,18.208,8.92,0.889
92.605,40.302,18.413,9.144,0.89
92.659,40.477,18.78,9.395,0.891
93.042,40.977,19.122,9.447,0.892
93.128,40.99,19.287,9.452,0.893
94.419,41.684,19.327,9.496,0.894
95.516,43.371,19.411,9.533,0.895
96.136,43.419,19.591,9.706,0.896
99.009,43.779,19.897,9.759,0.897
99.463,44.211,20.058,10.066,0.898
100.744,44.671,20.323,10.282,0.899
101.018,45.089,20.704,10.615,0.9
101.141,45.411,21.161,10.714,0.901
101.488,45.973,21.178,10.795,0.902
102.0,46.005,21.236,10.893,0.903
102.791,46.593,21.374,10.908,0.904
102.931,47.318,21.828,10.962,0.905
103.507,48.208,22.258,10.974,0.906
103.992,49.254,22.641,11.096,0.907
104.492,49.458,22.658,11.205,0.908
105.403,49.6,22.745,11.71,0.909
106.376,49.715,22.994,11.712,0.91
108.296,49.728,23.381,11.93,0.911
109.111,49.761,24.101,12.48,0.912
109.222,50.235,24.492,12.923,0.913
112.334,50.529,24.779,13.364,0.914
112.781,50.655,24.992,13.394,0.915
114.269,51.013,25.786,13.449,0.916
114.711,51.875,25.952,13.744,0.917
116.108,52.719,26.068,13.798,0.918
118.166,56.289,26.55,14.01,0.919
119.051,56.592,26.681,14.562,0.92
119.051,57.203,26.924,14.624,0.921
119.302,57.636,26.935,14.933,0.922
121.438,57.911,27.038,15.217,0.923
121.592,58.676,27.079,15.738,0.924
122.094,60.448,27.126,15.836,0.925
122.97,60.711,27.291,16.387,0.926
123.05,61.884,27.339,16.689,0.927
128.111,62.123,27.963,17.354,0.928
132.37,62.766,28.078,17.455,0.929
132.606,63.505,28.98,18.037,0.93
133.326,63.824,29.343,18.324,0.931
135.001,64.51,29.354,18.413,0.932
135.153,66.681,29.431,19.282,0.933
135.981,67.315,29.82,20.679,0.934
138.519,68.136,29.985,20.704,0.935
139.165,68.621,30.325,21.161,0.936
141.786,69.551,30.344,21.218,0.937
141.838,71.692,30.781,21.828,0.938
142.14,73.472,31.982,22.012,0.939
144.686,73.565,34.128,22.273,0.94
146.057,73.697,35.686,22.641,0.941
146.515,73.806,37.938,23.31,0.942
150.142,75.109,39.95,24.101,0.943
150.912,76.945,42.662,24.443,0.944
152.527,77.823,42.85,24.492,0.945
153.45,78.912,44.985,25.952,0.946
155.321,80.165,45.451,26.55,0.947
159.02,80.954,45.678,26.924,0.948
159.132,82.195,46.054,26.935,0.949
161.611,82.257,46.377,27.038,0.95
164.056,82.31,46.593,28.704,0.951
168.045,83.494,49.551,28.726,0.952
168.459,86.252,49.912,28.784,0.953
171.825,86.6,50.677,28.863,0.954
172.794,88.256,50.992,29.431,0.955
176.979,88.407,54.795,30.444,0.956
177.564,90.067,54.866,30.54,0.957
178.963,90.09,56.279,30.781,0.958
179.04,91.75,57.005,31.325,0.959
181.53,92.931,59.512,32.356,0.96
188.601,95.071,59.901,32.762,0.961
193.674,95.901,59.99,33.67,0.962
203.512,96.27,61.559,34.128,0.963
208.82,97.329,61.701,34.651,0.964
211.878,99.669,62.232,37.43,0.965
216.051,103.556,63.144,37.938,0.966
216.222,103.685,64.481,37.986,0.967
219.619,103.949,67.543,41.344,0.968
220.705,104.601,68.085,41.56,0.969
221.491,107.584,70.821,41.966,0.97
221.926,114.452,70.94,41.978,0.971
228.218,117.081,71.537,43.276,0.972
230.678,118.079,74.786,45.093,0.973
236.228,118.144,74.89,45.451,0.974
237.66,120.565,75.11,45.796,0.975
241.185,121.575,77.096,46.593,0.976
241.931,125.238,78.912,49.513,0.977
242.053,131.94,81.057,49.551,0.978
246.133,134.513,85.71,49.912,0.979
246.52,135.13,86.293,52.763,0.98
256.027,145.188,87.867,59.99,0.981
262.216,151.735,89.466,60.826,0.982
264.993,162.491,90.383,65.184,0.983
276.316,166.933,92.369,68.085,0.984
277.747,168.749,93.312,71.556,0.985
278.732,172.842,94.493,74.48,0.986
286.194,173.098,96.165,75.075,0.987
287.814,173.886,103.982,76.64,0.988
290.228,183.75,106.689,78.912,0.989
292.483,189.41,109.083,80.478,0.99
294.311,192.158,112.444,81.057,0.991
299.573,192.694,113.761,83.901,0.992
301.437,200.249,118.144,85.07,0.993
306.925,204.474,126.519,96.347,0.994
310.307,209.392,141.382,101.517,0.995
315.06,230.609,157.231,118.144,0.996
317.97,252.534,180.134,119.294,0.997
322.374,263.559,180.684,129.155,0.998
324.361,265.159,196.686,155.276,0.999
332.728,318.823,290.568,290.568,1.0
